,title,store,sells,price
40,"""Samsung/三星B309电信4g版老人机直板按键老年款小手机学生备用机""",玛丽m1989,7695.0,49.0
41,"""Philips/飞利浦 E163K 移动联通2G老人机超长待机直板按键大屏大字大声老年手机军工女款小学生迷你备用机""",飞利浦官方旗舰店,7556.0,119.0
42,"""Samsung/三星 GALAXY S9+ 三星S9 s9+ plus港版美版手机note10+s8""",小萝卜通讯,7321.0,1838.0
43,"""Philips/飞利浦 E183A老人机大屏大字大声4G全网通老年机超长待机直板老年手机双卡双待按键老人学生备用手机""",伟业恒通数码专营店,7277.0,149.0
44,"""红鸟H2 儿童手机小学生移动电信版非智能电话女生卡通可爱迷你学生价小卡片手机直板老人老年手机备用款正品""",红鸟手机旗舰店,7254.0,79.9
45,"""索爱 sa-z8移动电信翻盖老人机大字大声大屏男女款老年手机超长待机双屏正品盲人天翼三防按键备用功能手机""",宇索数码专营店,7222.0,279.0
46,"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",慕尚年华数码专营店,7180.0,139.0
47,"""百合BIHEE I100G 移动电信版翻盖老年手机大字大声老人机超长待机""",时创达通讯,7028.0,143.0
48,"""SAILF R20全新正品全面水滴屏8核6+128G全网通4G学生价游戏超薄安卓指纹一体拍照老人年大字超长待机智能手机""",硕王捷信时代专卖店,6996.0,388.0
49,"""vjvj X21S正品学生价水滴全面屏安卓指纹游戏电信全网通智能手机""",华信通商城,6902.0,368.0
50,"""YEPEN/誉品N2卡片直板手机超薄非智能戒网迷你超小袖珍学生男女备用儿童初中只能接打电话电信联通4G抖音同款""",誉品广联专卖店,6873.0,118.0
51,"""Philips/飞利浦 E163K 老人机超长待机直板按键老年手机大屏大字大声移动联通2G老人手机女款学生迷你备用机""",苏宁易购官方旗舰店,6825.0,115.0
52,"""【当天发货+碎屏保】华为honor/荣耀 畅玩7智能手机7C/8A老人机8C""",龙通店,6784.0,398.99
53,"""【当天发货+碎屏保】华为honor/荣耀 畅玩7智能手机7C/8A老人机8C""",龙通店,6784.0,398.99
54,"""BIRD/波导 A520超长待机移动老人机手机大字大声电信版大屏正品4g全网通大按键直板女款诺基亚老年手机学生""",波导七星级专卖店,6757.0,158.0
55,"""【6期免息立省1500元】vivo NEX全面屏升降摄像头6G大运存官方旗舰店官网正品智能手机vivonex NEX apex""",vivo官方旗舰店,6709.0,2198.0
56,"""4G全网通皓轩老人机超长待机直板男女大屏大字大声移动电信版老年机联通学生按键小型迷你备用天翼非智能手机""",皓轩天纵汇专卖店,6083.0,49.0
57,"""Changhong/长虹 L3 老人手机大屏大字大声老年机超长待机声音大直板移动语音播报大按键老人机女老年手机正品""",长虹佳音专卖店,5994.0,149.0
58,"""Xiaomi/小米 红米4A 5A 6A 4X 3S全网通4G老人学生智能手机正品""",深圳通讯数码有限公司,5914.0,279.0
59,"""GINEEK/京立 L660移动翻盖手机联通电信老人机双卡大字大声老年机""",大爱百货专售,5886.0,79.0
60,"""Newmind F8电信迷你个性袖珍汽跑车手机超小男女学生儿童卡通手机""",泉兴时尚数码店,5727.0,55.0
61,"""电信版4G卡老人机天翼CDMA大屏大声超长待机直板学生按键老年手机""",淘想乐,5681.0,95.0
62,"""Huawei/华为T2010全网通移动联通4G3G老人手机大声大字电信老年机""",华翼数码007,5547.0,120.0
63,"""ROG游戏手机2败家之眼骁龙855plus电竞rog二代腾讯定制3玩家国度""",heatlinda,5535.0,3399.0
64,"""K-Touch/天语Q1 正品老人机超长待机直板按键老年手机大屏大字大声音移动版男女学生备用功能小手机""",苏宁易购官方旗舰店,5413.0,69.0
65,"""翻盖迷你儿童手机可爱卡通男女孩学生超小定位 Taiml/泰美利 K688""",泉兴时尚数码店,5260.0,128.0
66,"""分期免息全网通4G智能机大屏幕安卓便宜学生价手机水滴屏儿童拍照全面屏电竞游戏刘海曲面屏老人老年大字大声""",皓轩誉信达专卖店,5253.0,378.0
67,"""4G全网通微信触屏老人手机大字大声超长待机移动联通电信版老年机""",紫向日葵,5167.0,160.0
68,"""正品老人智能手机大字声大屏老年机超长待机移动联通电信全网通4G""",yhblovehy,5149.0,258.0
69,"""皓轩（手机）H6老人机超长待机直板女大声按键移动电信老年人手机""",长令科技,4980.0,39.0
70,"""Nokia/诺基亚 新106老人机超长待机直板按键功能机官方旗舰店大字大声老年机学生儿童备用迷你经典怀旧小手机""",天讯蓝图数码专营店,4934.0,129.0
71,"""华为honor/荣耀 畅玩7全面屏智能手机官方正品全网通智能学生老人机旗舰店""",苏宁易购官方旗舰店,4893.0,499.0
72,"""【购机送权益大礼包】华为旗下HONOR/荣耀畅玩8智能手机全新官网正品大屏青春学生老人手机官方旗舰店正品""",荣耀官方旗舰店,4807.0,599.0
73,"""创星（手机） F1 翻盖老人手机大屏大字大声音移动老人机超长待机老年机女款儿童小学生功能按键备用老年手机""",深圳易乐购数码专营店,4768.0,117.9
74,"""Philips/飞利浦 E107 直板手机 老人手机大字大声超长待机 老年机 移动商务学生备用机 老人机""",苏宁易购官方旗舰店,4740.0,79.0
75,"""Philips/飞利浦 E107老人机超长待机移动老年手机正品男女按键直板老年机小手机大屏大字大声学生机老人手机""",伟业恒通数码专营店,4670.0,99.0
76,"""【年货节优惠1100元 6期免息】Samsung/三星 Galaxy A8s SM-G8870 4G智能全网通手机黑瞳全视屏三摄 学生机""",三星官方旗舰店,4635.0,1799.0
77,"""honor/荣耀 荣耀8青春版老人学生智能千元手机华为畅享7plus正品""",qq13543318164,4587.0,489.0
78,"""誉品 Y580军工三防直板老人机超长待机移动电信版女款老年手机大屏大字大声音诺基亚正品全网通按键学生手机""",炜广天成数码专营店,4451.0,88.0
79,"""GINEEK/京立 G3老人机超长待机大字大屏大声直板电信版老年手机""",长令科技,4443.0,59.0
80,"""【优惠140】Nokia/诺基亚 8110 4G香蕉小手机老年人学生机滑盖备用机洛基亚网红全新正品官方旗舰店""",京联通达数码旗舰店,4412.0,359.0
81,"""华为荣耀畅玩7 全面屏智能老年机老人手机男女学生款畅享8e青春大屏大字大声官方正品降价备用小畅玩8 8a 8c""",博海宇通数码专营店,4328.0,439.0
82,"""索爱 SA-T618C老人机电信大屏大字大声超长待机4G移动联通WIFI网络功能按键版盲人语音王全网通直板老年手机""",索爱数码旗舰店,4318.0,158.0
83,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品7p""",旅游数码欢乐坊,4287.0,950.0
84,"""【新品】新Nokia/诺基亚105 新SS官方正品直板按键迷你功能手机经典学生老人机老年机功能机备用机官方旗舰""",苏宁易购官方旗舰店,4249.0,139.0
85,"""BIRD/波导 A520正品移动电信版老人机超长待机老年机大字大声大屏老人手机学生按键男女老年手机直板老年手机""",兴圣宇数码专营店,4210.0,158.0
86,"""小米多亲ai手机2小爱同学qin1s全网通4g小米老人机超长待机电信版按键老年直板学生非智能微信备用小功能多亲""",晟功数码专营店,4186.0,299.0
87,"""Huawei/华为 畅享5S老年人机智能手机全网通移动电信大屏大字大声""",砍头数码,4122.0,300.0
88,"""【填登录手机】24.8/月百度网盘超级会员12个月云盘SVIP自动充值""",百度网盘旗舰店,4102.0,298.0
89,"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",蒙奇数码专营店,4102.0,399.0
90,"""百合BIHEE C20A移动电信版老人手机天翼4G老年大字屏大声超长待机""",双模双网,4088.0,99.0
91,"""AGM(手机) M2三防手机老人机超长待机军工防摔防水老年手机备用机大字大声小学生按键功能ip68移动电信手机""",agm手机旗舰店,4079.0,199.0
92,"""Newmind F15跑车翻盖汽车迷你儿童卡通个性男女中小学生备用手机""",泉兴时尚数码店,4008.0,85.0
93,"""纽曼 M6老年手机超长待机移动老人机大屏正品老年机大字大声老人手机按键直板女款诺基亚经典款学生备用机""",宸欣数码专营店,3994.0,179.0
94,"""【省700 享24期免息】vivo NEX 3 5G高通骁龙855Plus处理器游戏屏幕指纹手机旗舰vivonex3 vivonex nex限量版""",vivo官方旗舰店,3894.0,5698.0
95,"""K-Touch/天语 Q3 正品老人机超长待机三防军工直板老年手机大屏大字大声音移动联通版学生按键手机""",苏宁易购官方旗舰店,3733.0,99.0
96,"""路虎三防智能老年手机全网通军工超长待机大屏大声大字老人机正品""",添财数码广场,3711.0,288.0
97,"""上海中兴守护宝L660老年手机翻盖手机正品老人机超长待机大字大声大屏老人手机移动联通学生商务备用机""",苏宁易购官方旗舰店,3707.0,179.0
98,"""迷你电信可爱个性超薄儿童袖珍备用女学生卡片小手机KUH/酷和 T3""",泉兴时尚数码店,3690.0,78.0
99,"""【4G全网通】纽曼S9老人机超长待机军工三防正品移动联通电信版老年手机大屏大字大声按键学生款诺基亚智能机""",纽曼幸福专卖店,3591.0,128.0
100,"""K-Touch/天语 T2老人机移动联通电信CDMA天翼大字大声超长待机正品直板按键大屏男女款军工三防老年人手机""",哥小哥数码专营店,3587.0,109.0
101,"""正品[送耳机壳膜只换不修] Nokia/诺基亚105新老人机大字大声学生儿童备用迷你经典小手机老年手机官方旗舰店""",三际数码官方旗舰店,3540.0,129.0
102,"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",纯林伟业数码专营店,3522.0,128.0
103,"""正品小米21克C2老年机超长待机大屏大字大声按键直板学生三星老款诺基亚华为小手机经典怀旧女21KE老人手机4G""",鑫睿诚数码专营店,3501.0,118.0
104,"""小辣椒K3迷你学生手机非智能4G超薄卡片手机高中生初中小学生专用戒网备用网红小手机儿童电信只可以打电话""",东旭启信数码专营店,3496.0,128.0
105,"""分期免息Samsung/三星 GALAXY S9 S9Plus 盖乐世S9港版全网通手机""",哦了个可可,3391.0,1898.0
106,"""索爱 官方T1老人手机直板超长待机三防老年机移动电信版手机大屏大字大声老人机正品大按键全网通女老年手机""",百吉利数码专营店,3388.0,89.0
107,"""ZTG/中天语 A9卡片手机迷你超小袖珍儿童男女学生非智能戒网备用""",龙卷风3c数码科技,3360.0,58.0
108,"""上海中兴 守护宝F666 老年手机 三防军工 老人机 移动2G 老人手机 学生儿童商务户外备用手机 老年机 小手机""",苏宁易购官方旗舰店,3345.0,149.0
109,"""飞利浦E109C正品老人机超长待机直板老年手机大屏大字大声音移动联通电信版学生功能按键小巧备用手机""",华晖数码专营店,3294.0,79.0
110,"""【6日低至699起】红米8 5000mAh大电量智能全面屏学生老年人全网通手机小米官方旗舰店redmi8官网小米手机""",小米官方旗舰店,3270.0,699.0
111,"""手机 ivvi p60(i8)八核水滴全面屏安卓游戏智能手机128G学生价4G""",tb955151_00,3260.0,348.0
112,"""Letv/乐视 乐2全网通4G双卡双待MAX2 520工作室pro3手机X500 X620""",深圳华为通讯,3252.0,170.0
113,"""OUBOO Q98+路虎三防智能手机全网通4G军工超长待机大声老年老人机""",添富数码广场,3245.0,268.0
114,"""Philips/飞利浦 E212A翻盖老人手机超长待机大字大声大屏老年手机正品双屏商务手机男女备用学生按键老人机""",苏宁易购官方旗舰店,3158.0,258.0
115,"""【填登录手机号】10元/月百度网盘普通会员1个月卡百度云自动充值""",百度网盘旗舰店,3157.0,10.0
116,"""Philips/飞利浦 E186A 正品男女老年手机大字大屏大声老人手机 学生儿童备用老年机超长待机移动2G老人机""",苏宁易购官方旗舰店,3042.0,139.0
117,"""正品朵唯X1全网通老人按键智能手机大字大声老年超长待机新款上市官方旗舰店大屏送适用oppo小米vivo华为耳机""",朵唯官方旗舰店,3015.0,299.0
118,"""5年换新/Nokia/诺基亚 105新ss老人机超长待机直板按键大字大声经典备用老年机学生儿童迷你小手机官方旗舰店""",天讯蓝图数码专营店,2933.0,139.0
119,"""小辣椒手机 7x全面屏电信4G全网通智能游戏手机分期小屏5.5寸智能手机1000元以下大屏超薄安卓学生价""",小辣椒旗舰店,2923.0,539.0
120,"""【12期免息】vivo NEX双屏版高通骁龙处理器全网通智能4G官方正品双屏手机vivonex双屏版 nex双面屏 nex2""",vivo官方旗舰店,2790.0,3298.0
121,"""SAILF R20全新上市正品2019新款手机智能超薄水滴屏4G全网通学生价安卓游戏全面屏送小米鼠oppo华为vivo耳机""",硕王东鑫城专卖店,2755.0,398.0
122,"""【填登录手机号】28.7/月百度网盘超级会员3个月SVIP季卡自动充值""",百度网盘旗舰店,2750.0,86.0
123,"""纽曼C5老人手机超长待机直板按键老年机学生小手机4G男生女生非智能机大屏大字大声诺基亚功能备用电信版专用""",米凌数码专营店,2735.0,58.0
124,"""小米多亲ai手机2小爱同学多亲ai助手qin4G全网通功能备用电信小米直板按键非智能可微信学生老年老人特小手机""",港行先锋数码专营店,2724.0,299.0
125,"""BIRD/波导 A560正品超长待机军工三防直板按键老人手机移动老人机大声大字大屏大哥大老年手机户外老年人手机""",兴圣宇数码专营店,2723.0,158.0
126,"""百合BIHEE C20A全网通老人机移动电信4G老年手机大字大声超长待机""",百合老人机总代理,2705.0,99.0
127,"""迷你超薄卡片手机儿童学生戒网非智能小手机ailyfu/爱来福 L520""",火鸟3c数码,2704.0,63.0
128,"""迷你超薄卡片手机儿童学生戒网非智能小手机ailyfu/爱来福 L520""",火鸟3c数码,2704.0,63.0
129,"""Xiaomi/小米 红米2A增强版移动/联通/电信4G老人备用安卓智能手机""",菲凡小屋服饰,2685.0,110.0
130,"""2019新款 Nokia/诺基亚新106老人机直板按键功能机老年手机正品官方旗舰店经典怀旧学生备用儿童迷你小手机""",宸欣数码专营店,2678.0,139.0
131,"""[4G全网通]创星C2老人机大屏大字大声音移动电信版正品诺基亚直板按键女款学生可爱小手机超长待机老年手机""",炜广天成数码专营店,2669.0,58.0
132,"""电霸4G全网通老人机超长待机大屏大声大字移动联通电信版老年手机""",振华手机网,2626.0,79.0
133,"""qin1s+多亲ai手机2小爱同学小米生态链多亲ai助手按键直板老年机学生非半智能老人4g功能备用手机小屏幕手机""",多亲旗舰店,2625.0,399.0
134,"""【送碎屏保】华为honor/荣耀 畅玩8智能正品手机荣耀畅玩8a 7a 8c""",龙通店,2589.0,427.99
135,"""【双屏显示 翻盖接听】正品小辣椒 L9军工三防翻盖老人机超长待机男女老年手机大屏大字大声""",佳宁数码专营店,2573.0,158.0
136,"""honor/荣耀 荣耀8青春版 三网通4G八核智能指纹学生老人手机""",深圳市乐享数码,2551.0,490.0
137,"""Nokia/诺基亚 3310 直板老人机学生男女备用经典迷你小手机官方旗舰店老年款功能机正品全新洛基亚非智能怀旧""",京联通达数码旗舰店,2489.0,299.0
138,"""创星V5迷你儿童手机中小学生戒网专用微型直板可爱男女小孩备用特小非智能袖珍卡片电话网红超小老人机诺基亚""",米凌数码专营店,2484.0,76.0
139,"""nubia/努比亚 Z20双面屏摄影电竞游戏双面屏美颜自拍曲面屏智能网络安卓手机""",努比亚官方旗舰店,2456.0,2499.0
140,"""移动电信迷你儿童手机小学生可爱卡通直板袖珍定位手机联通4g女孩""",深圳悦华翔电子数码,2446.0,73.0
141,"""分期免息Samsung/三星 GALAXY S9 S9Plus 盖乐世S9港版全网通手机""",随风飞扬y,2437.0,1599.0
142,"""Xiaomi/小米 红米6a 5A 3S 4A全网通4G支持人脸解锁智能手机正品""",深圳通讯数码有限公司,2432.0,199.0
143,"""4G全网通皓轩H8军工三防老人机超长待机女款大屏大字大声直板按键移动电信版老年手机正品学生功能天翼小手机""",皓轩手机旗舰店,2415.0,39.0
144,"""电霸军工路虎直板机大声音手电筒三防手机中老年人手机GIONLIDD2""",华南无线城,2355.0,86.0
145,"""【4G全网通】小辣椒G2老年手机大字大屏大声正品老人手机超长待机移动联通电信版老人机超薄直板按键学生男女""",嘉宇金成数码专营店,2351.0,59.0
146,"""【4G全网通】小辣椒G2老年手机大字大屏大声正品老人手机超长待机移动联通电信版老人机超薄直板按键学生男女""",嘉宇金成数码专营店,2351.0,59.0
147,"""K-Touch/天语 T9双屏翻盖手机 大字大声老人手机超长待机 老年手机学生移动老人机""",苏宁易购官方旗舰店,2346.0,149.0
148,"""ZTG/中天语 A9卡片手机迷你可爱儿童按键男女学生备用戒网小手机""",bin111bin,2275.0,58.0
149,"""Huawei/华为T2010全网通移动联通4G老人手机大声大字体电信老年机""",龙飞凤舞迎新春,2262.0,120.0
150,"""Xiaomi/小米 红米Note4X智能双卡4A5A手机电信4G指纹正品学生老人""",双贵人通讯,2243.0,278.0
151,"""小马宝莉儿童定位安全手机学生手表智能定位gps多功能儿童手机女孩小学生定位wifi戒网手机儿童非智能小手机""",天颖数码专营店,2239.0,399.0
152,"""新品】华为honor/荣耀 荣耀畅玩8A 全面屏手机荣耀play3畅玩8c 7x""",龙通店,2220.0,427.99
153,"""Samsung/三星 GALAXY S8+plus 港版美版s8全网通4G曲面屏智能手机""",专业灯光设备,2213.0,1280.0
154,"""Philips/飞利浦 E207l老年手机超长待机正品直板大屏大字大声男女儿童学生按键功能小备用移动双卡怀旧老人机""",华盛盈创数码专营店,2207.0,129.0
155,"""皓轩（手机） H8军工三防直板老人手机移动电信超长待机老年手机""",长令科技,2169.0,39.0
156,"""BlackBerry/黑莓 Q10手机全新全键盘学生手机电信三网通用戒网瘾""",小河电讯,2164.0,415.0
157,"""Samsung/三星 GT-E1200R移动老人机按键老年直板超长待机学生手机""",tb81984823,2152.0,69.9
158,"""小辣椒新105全网通4G老人老年手机WiFi版超长待机大字大声音大屏老年机正品联通直板按键非智能机诺基亚电信""",万诚春数码专营店,2116.0,68.0
159,"""正品朵唯D520翻盖手机老人机大屏大字大声音移动联通电信版老年机超长待机男女款学生价老年手机按键老人手机""",朵唯深圳专卖店,2112.0,108.0
160,"""诺基亚翻盖老人机电信移动4G全网通超长待机老年手机大字大声大屏""",华强北品牌数码,2073.0,178.0
161,"""小米多亲ai4G老年机按键直板老人机小爱同学生备用智能手机全网通""",haoyun13653669911,2060.0,269.0
162,"""Meizu/魅族 魅蓝Note6全网通4G真八核5.5大屏智能手机Note5 魅蓝6""",弘扬丶,2043.0,230.0
163,"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",佳佳购数码专营店,2029.0,399.0
164,"""联通4G老人机超长待机大屏大声大字全网通3G网络直板按键老年手机""",浪漫满屋馆1314,2022.0,109.0
165,"""硕王 S3老人机超长待机4G全网通正品军工三防老年机大屏大字大声直板按键移动联通电信版学生功能老年人手机""",硕王益家专卖店,2010.0,69.0
166,"""移动联通电信版4G全网通老人机大字大声按键老年手机Newmind v13""",ycwodeai,2001.0,97.0
167,"""Xiaomi/小米 红米Note4 高配版3全网通手机电信4G红米5 6a note4x""",乾运通讯,1977.0,258.0
168,"""移动老人机超长待机军工三防全网通电信老年人手机新路虎时代K988""",yukexin888,1974.0,59.9
169,"""Nokia/诺基亚 230DS翻盖老人手机移动4G老年机大屏男女款超长待机""",木子耳ss,1952.0,188.0
170,"""ZTG/中天语A9卡片手机超薄小型高中迷你儿童学生戒网电信版非智能""",hanrunfu007,1920.0,58.0
171,"""【双12大促】Samsung/三星 GALAXY Note9 SM-N96000 港版美版手机""",小萝卜通讯,1915.0,2468.0
172,"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",三星官方旗舰店,1914.0,1699.0
173,"""Lenovo/联想 Z6 Pro 骁龙855 4800万AI四摄 4000mAh大电池 PC级液冷散热 游戏手机 全网通4G 官方双卡双待""",联想手机旗舰店,1911.0,1899.0
174,"""移动电信老人手机全网通cdma联通3G4G老年机KRTONE/金荣通 T8868C""",偶是胖纸偶骄傲,1907.0,55.0
175,"""[送座充]小辣椒Q8老年手机超长待机正品军工三防移动电信版中国电信女款诺基亚4G全网通大屏大字大声音老人机""",炜广天成数码专营店,1876.0,99.0
176,"""Philips/飞利浦 E186A老年手机学生手机大屏大字大声老人手机超长待机正品""",伟业恒通数码专营店,1852.0,150.0
177,"""Meizu/魅族 魅蓝Note5全网通4GNt3 5.5大屏智能E2手机Note6魅蓝3s""",时时网店,1849.0,195.0
178,"""诺基亚老人手机超长待机大屏大字大声老年全网通4G电信联通经典款""",映映萍萍,1841.0,118.0
179,"""Coolpad/酷派 1873-A0学生价全面屏安卓游戏智能手机全网通cool9""",兴利盛企业店,1823.0,488.0
180,"""Coolpad/酷派 1873-A0学生价全面屏安卓游戏智能手机全网通cool9""",兴利盛企业店,1823.0,488.0
181,"""官方正品Nokia/诺基亚 新105超长待机老人机大声音工作学生手机""",国际品牌集市,1822.0,99.0
182,"""Newmind NO.2超小移动个性手机直板迷你袖珍儿童男女学生备用手机""",泉兴时尚数码店,1818.0,58.0
183,"""华为honor/荣耀 荣耀8青春版高配版全网通4G智能指纹老人学生手机""",自从遇见你_0523,1812.0,375.0
184,"""正品朵唯小朵S1触屏手写微信QQ全网通4G按键智能手机联通电信版小学生价女款老人手机大字大声老年机超长待机""",鼎峰数码专营店,1801.0,298.0
185,"""4G全网通皓轩军工三防电霸老人机超长待机男女大屏大字大声按键移动电信非智能正品学生功能小型备用老年手机""",皓轩能良翔专卖店,1772.0,59.0
186,"""迷你超薄超小可爱非智能儿童学生戒网男女备用袖珍网红拇指小手机""",晓兔仔,1772.0,76.0
187,"""4G全网通皓轩军工三防电霸老人机超长待机男女大屏大字大声按键移动电信非智能正品学生功能小型备用老年手机""",皓轩能良翔专卖店,1772.0,59.0
188,"""创星 R9超薄超小卡片手机迷你非智能移动电信戒网瘾男女生学生手机备用可爱个性直板只可以打电话小网红手机""",纯林伟业数码专营店,1765.0,128.0
