title,price,store,sells,location,commentcount
"""【享12期免息+优惠100+乐心手环】Huawei/华为P30麒麟980芯片4000万徕卡三摄超感光录像全面屏时尚手机""",3388.0,"""苏宁易购官方旗舰店""",884人收货,江苏 南京,12366.0
"""【享24期免息】SMARTISAN/锤子坚果Pro3 855Plus大电池四摄智能手机官方旗舰坚果""",2399.0,"""苏宁易购官方旗舰店""",698人收货,江苏 南京,841.0
"""【享24期免息】SMARTISAN/锤子坚果Pro3手机 新品高通骁龙855Plus大电池四摄智能手机官方旗舰店""",2599.0,"""坚果手机旗舰店""",1105人收货,广东 深圳,1665.0
"""【低至1699元】华为旗下HONOR/荣耀Magic2滑盖全面屏官网正品超级快充麒麟980官方旗舰店新手机v20""",1699.0,"""荣耀官方旗舰店""",1159人收货,广东 深圳,11033.0
"""【低至699元送耳机】OPPO A5手机全面屏oppoa5全新手机oppo限量超薄 a5 oppok1手机a57 a9 a3 r15 a7x 0ppo""",699.0,"""佳惠兴通数码专营店""",628人收货,广东 深圳,5375.0
"""【分期免息】Apple/苹果 iPhone 8 Plus 4G国行8代苹果8p手机""",2200.0,"""zhongweixin8250""",4199人收货,广东 深圳,5432.0
"""【分期免息】Apple/苹果 iPhone X 全新8国行4G全网通iPhonex手机""",2290.0,"""潮流3号线""",779人收货,广东 深圳,262.0
"""【分期免息】Apple/苹果 iPhone X 苹果8x全新正品国行全网通手机""",3600.0,"""tao88108813""",3033人收货,广东 深圳,2416.0
"""【分期免息】Apple/苹果 iPhone XR iphonexr 苹果XR双卡双待手机""",2780.0,"""七分钟年华不老""",728人收货,江苏 南京,1909.0
"""【可减240元+当天发】华为honor/荣耀Play3手机全网通plya3e官方旗舰店官网新款piay3全新正品新荣耀paly3""",539.0,"""广东电信亿品汇专卖店""",853人收货,广东 深圳,678.0
"""【可减350元+当天发】华为HONOR 荣耀9X系列麒麟810全网通手机全新官方旗舰店官网9xpro正品新款x9华为荣耀9x""",1099.0,"""广东电信亿品汇专卖店""",3332人收货,广东 深圳,8907.0
"""【可减450元直降免息】华为honor/荣耀 荣耀V20手机麒麟980官方旗舰店官网正品降价新品v30pro联名版magic3""",1759.0,"""蓝港数码专营店""",863人收货,广东 深圳,2474.0
"""【可减460元当天发货】华为HONOR荣耀V20手机麒麟980官方旗舰店官网正品降价新品v20pro联名版magic3分期免息""",1749.0,"""广东电信亿品汇专卖店""",1024人收货,广东 深圳,2310.0
"""【可减460元当天发货】华为HONOR荣耀V20手机麒麟980官方旗舰店官网正品降价新品v20pro联名版magic3分期免息""",1749.0,"""广东电信亿品汇专卖店""",988人收货,广东 深圳,2288.0
"""【可省300 新款上市】OPPO K5 oppok5新品手机oppo未来x oppok5 oppok7 k3 oppoa9 a11 oppor17 r19 0ppo手机""",1799.0,"""三际数码官方旗舰店""",926人收货,山东 济南,2532.0
"""【可省300】OPPO Reno Ace opporenoace手机新款上市oppoace 0ppo未来x opporeno2 oppor17pro r19 reno2z 3""",2999.0,"""三际数码官方旗舰店""",717人收货,山东 济南,2674.0
"""【咨询低至858元起】华为HONOR荣耀10青春版全面屏手机降价9x三际20i官方旗舰店play3官网20s爆款11x正品8x""",858.0,"""三际数码官方旗舰店""",672人收货,山东 济南,10417.0
"""【填登录手机号】10元/月百度网盘普通会员1个月卡百度云自动充值""",10.0,"""百度网盘旗舰店""",873人收货,北京,8686.0
"""【填登录手机号】28.7/月百度网盘超级会员3个月SVIP季卡自动充值""",86.0,"""百度网盘旗舰店""",2995人收货,北京,2721.0
"""【官方正品】纽曼 L99S 4G移动电信版老年手机大字大声男女款小巧直板按键大屏老人手机非智能学生机超长待机""",68.0,"""纽曼易为理想专卖店""",1154人收货,广东 深圳,3311.0
"""【年货节 100优惠券】Huawei/华为 P30全面屏超感光徕卡三摄变焦双景录像980芯片智能手机p30华为官方旗舰店""",3388.0,"""华为官方旗舰店""",9500+人收货,广东 深圳,77000.0
"""【年货节 12期免息】Huawei/华为nova 5 Pro超级夜景4800万AI四摄超广角智能手机nova5pro华为官方旗舰店""",2899.0,"""华为官方旗舰店""",1.0万+人收货,广东 深圳,71749.0
"""【年货节 24期免息】Huawei/华为Mate 30 5G麒麟990超感光徕卡三摄5G智能手机mate305g官方旗舰店""",4999.0,"""华为官方旗舰店""",1.0万+人收货,广东 深圳,21877.0
"""【年货节 24期免息】Huawei/华为Mate 30 Pro 5G麒麟990徕卡四摄5G芯片智能手机mate30pro5g官方旗舰店""",6399.0,"""华为官方旗舰店""",1.5万+人收货,广东 深圳,34910.0
"""【年货节 24期免息】Huawei/华为Mate 30 Pro超级快充麒麟990徕卡四摄4G智能手机mate30pro官方旗舰店""",5799.0,"""华为官方旗舰店""",2908人收货,广东 深圳,21104.0
"""【年货节 24期免息】Huawei/华为Mate 30麒麟990超级快充4000万徕卡4G智能手机mate30华为官方旗舰店""",3999.0,"""华为官方旗舰店""",7500+人收货,广东 深圳,18191.0
"""【年货节 300优惠券】Huawei/华为 nova 5超级夜景4800万AI四摄超级快充智能手机nova5华为官方旗舰店""",2599.0,"""华为官方旗舰店""",629人收货,广东 深圳,6941.0
"""【年货节 4+128G直降100】Huawei/华为畅享10 Plus超清全视屏4800万三摄智能手机华为官方旗舰店畅享10plus""",1399.0,"""华为官方旗舰店""",1.0万+人收货,广东 深圳,30435.0
"""【年货节 优惠800】Huawei/华为 Mate 20 Pro 曲面屏后置徕卡三摄980芯片智能手机mate20pro华为官方旗舰店""",4599.0,"""华为官方旗舰店""",729人收货,广东 深圳,66105.0
"""【年货节 最高直降200】Huawei/华为 畅享9 Plus 全面屏超清大屏四摄学生智能手机畅享9p""",1299.0,"""华为官方旗舰店""",653人收货,广东 深圳,142201.0
"""【年货节 最高直降200】Huawei/华为nova 5i Pro全面屏超广角4800万AI四摄手机nova5ipro华为官方旗舰店""",2099.0,"""华为官方旗舰店""",3784人收货,广东 深圳,21166.0
"""【年货节 最高直降200】Huawei/华为畅享9e全面屏珍珠屏千元智能手机华为正品官方智能手机华为官方旗舰店""",699.0,"""华为官方旗舰店""",9500+人收货,广东 深圳,39242.0
"""【年货节 直降200】Huawei/华为nova 5z 快充AI4800万四摄人像超级夜景128G大内存智能手机华为官方旗舰店""",1799.0,"""华为官方旗舰店""",8500+人收货,广东 深圳,17064.0
"""【年货节 直降300】Huawei/华为 畅享 8e 青春版 4G高清全面屏正品智能学生老人游戏手机""",799.0,"""华为官方旗舰店""",3761人收货,广东 深圳,91263.0
"""【年货节 立减100】Huawei/华为麦芒 8全面屏AI三摄超级夜景智能手机华为正品官方手机华为官方旗舰店""",1599.0,"""华为官方旗舰店""",669人收货,广东 深圳,7039.0
"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",1699.0,"""三星官方旗舰店""",973人收货,北京,1891.0
"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",1699.0,"""三星官方旗舰店""",996人收货,北京,1914.0
"""【年货节立减400 24期免息 送45W快充】Samsung/三星Galaxy Note10+SM-N9760 5G骁龙855 S Pen智能防水手机""",7999.0,"""三星官方旗舰店""",756人收货,北京,5837.0
"""【当天发直降200/分期免息】Huawei/华为畅享10 plus华为官方旗舰店官网荣耀9x畅想9plus华为10plus手机NOVA5""",999.0,"""久汇数码专营店""",851人收货,广东 深圳,1338.0
"""【新品】新Nokia/诺基亚105 新SS官方正品直板按键迷你功能手机经典学生老人机老年机功能机备用机官方旗舰""",139.0,"""苏宁易购官方旗舰店""",3823人收货,江苏 南京,4211.0
"""【新品上市 6期免息】Huawei/华为 nova 6 SE超级快充4800万AI四摄大运存智能手机华为官方旗舰店""",2199.0,"""华为官方旗舰店""",7500+人收货,广东 深圳,1301.0
"""【新品上市 享24期免息】OPPO Reno3双模5G全面屏智能手机 6400万像素超薄VOOC闪充官方旗舰店opporeno3""",3399.0,"""oppo官方旗舰店""",864人收货,广东 东莞,259.0
"""【新品上市立减300】OPPO K5 oppok5新款手机限量版oppo未来x 0ppok5 k3k7 0pp0k1 oppor17 r19 r15 a9x a7a5""",1799.0,"""oppo聚洪欧珀专卖店""",621人收货,湖北 武汉,1495.0
"""【晒单有礼】OPPO A5 全面屏AI双摄美颜拍照长续航正品学生老人智能全网通4G手机oppoa5""",899.0,"""oppo官方旗舰店""",656人收货,广东 东莞,400.0
"""【热销爆款】上海中兴守护宝L550老人机超长待机直板老人手机大屏大字大声移动联通电信版老年手机正品学生机""",86.0,"""苏宁易购官方旗舰店""",2884人收货,江苏 南京,10004.0
"""【百亿补贴3+32G闪降120元】Xiaomi/小米 Redmi 红米8A小米官方旗舰店官网正品note8pro学生智能千元老人手机""",579.0,"""卓瓦数码专营店""",1074人收货,上海,712.0
"""【百亿补贴3+32G闪降120元】Xiaomi/小米 Redmi 红米8A小米官方旗舰店官网正品note8pro学生智能千元老人手机""",579.0,"""卓瓦数码专营店""",1111人收货,上海,724.0
"""【直降200】Huawei/华为 nova 5 Pro 新款手机官方旗舰店官网降价5g全网通mate30pro智能手机p30正品5i荣耀6""",2499.0,"""京合旗舰店""",3090人收货,安徽 合肥,7781.0
"""【直降200】OPPO A11 oppoa11手机新款上市opop新品a11x a5 a9x a7x r9 r15x k3 k1 0ppo手机旗舰正品0pp0a11""",1299.0,"""智宏新创数码专营店""",748人收货,北京,381.0
"""【直降470】华为honor/荣耀 荣耀V30 Pro 5G手机v30荣耀5G版手机3""",2998.0,"""绝对诚信qq464547963""",686人收货,广东 深圳,1089.0
"""【直降470元】华为honor/荣耀 荣耀V30 Pro5G手机v30荣耀5g版新""",2998.0,"""heatlinda""",840人收货,广东 深圳,1137.0
"""【立减471元】华为honor/荣耀 荣耀V30 Pro5G手机v30荣耀5g版手机""",2998.0,"""wezebaba""",789人收货,广东 深圳,872.0
"""【自提返现300元】 Apple苹果iPhone 11移动联通电信全网通智能4G手机官方官网X旗舰店7 11pro xr""",5299.0,"""武汉电信旗舰""",699人收货,湖北 武汉,559.0
"""【至高省240】华为HONOR 荣耀Play3全网通手机官方旗舰店20i正品8x降价9xpro麒麟710新款paly3荣耀10青春v30""",699.0,"""博海宇通数码专营店""",1028人收货,广东 深圳,776.0
"""【至高省240】华为HONOR 荣耀Play3全网通手机官方旗舰店20i正品8x降价9xpro麒麟710新款paly3荣耀10青春v30""",699.0,"""博海宇通数码专营店""",1080人收货,广东 深圳,799.0
"""【至高省300】vivo iQOO Neo 855高通骁龙855处理器游戏指纹智能手机vivoiqooneo iqooneo vivo新iqoo 限量版""",1998.0,"""vivo官方旗舰店""",5500+人收货,广东 东莞,14018.0
"""【至高省800享24期免息】vivo iQOO Pro 5G高通骁龙855Plus处理器游戏指纹新品手机iqoopro vivoiqoo 限量版""",3298.0,"""vivo官方旗舰店""",4823人收货,广东 东莞,15836.0
"""【送天猫精灵】Oppo K5 oppok5手机oppo未来x oppok5新款上市k3 k7 oppok1 oppor17 r19 r15 a9x a7 a5""",1799.0,"""oppo金谷专卖店""",755人收货,广东 深圳,1895.0
"""【送座充】创星手机 Z9老人机翻盖手机超长待机正品老年手机大屏大字声音大移动电信版按键学生男女款小手机""",139.0,"""赫尔曼数码专营店""",985人收货,广东 深圳,908.0
"""【送座充】创星手机 Z9老人机翻盖手机超长待机正品老年手机大屏大字声音大移动电信版按键学生男女款小手机""",139.0,"""赫尔曼数码专营店""",991人收货,广东 深圳,938.0
"""【降价低至888元起】华为HONOR 荣耀8X全面屏手机官方旗舰店降价9x畅享play3官网青春版20s新品9i款pro系列x9""",888.0,"""三际数码官方旗舰店""",616人收货,山东 济南,17295.0
"""【限时12期免息】华为旗下/荣耀V30 PRO新品双模麒麟990 5GSOC芯片突破性相机矩阵手机新正品官方""",4199.0,"""荣耀官方旗舰店""",4826人收货,广东 深圳,3027.0
"""【限时24期免息】Apple/苹果 iPhone 11移动联通电信全网通4G 超广角拍照手机苏宁易购官方旗舰店Store苹果11""",5499.0,"""苏宁易购官方旗舰店""",1.0万+人收货,江苏 南京,22900.0
"""【限时24期免息】Apple/苹果 iPhone 8 移动联通电信全网通4G智能手机iphone8 苹果8苏宁易购官方旗舰店""",3499.0,"""苏宁易购官方旗舰店""",860人收货,江苏 南京,4742.0
"""【限时优惠300赠耳机】OPPO Reno Ace骁龙855plus智能游戏手机90Hz全面屏65W超级闪充官方旗舰店renoace r17""",2999.0,"""oppo官方旗舰店""",4407人收货,广东 东莞,14312.0
"""【限时钜惠150 6期免息】Meizu/魅族Note9骁龙675长续航4000mAh大电池4800万双摄学生拍照智能手机官方店正品""",1049.0,"""魅族官方旗舰店""",900人收货,广东 珠海,14718.0
"""【领券减100+送天猫精灵】Xiaomi/小米 红米note8手机 官方旗舰店9se官网RedmiNote8pro小米8青春版 note9pro""",999.0,"""三际数码官方旗舰店""",1003人收货,山东 济南,2274.0
"""【领券减100+送天猫精灵】Xiaomi/小米 红米note8手机 官方旗舰店9se官网RedmiNote8pro小米8青春版 note9pro""",999.0,"""三际数码官方旗舰店""",1019人收货,山东 济南,2293.0
"""【领券至高省300 3期免息】vivo Z5新品智能4G手机官方正品旗舰店官网屏幕指纹vivoz5 vivoz5x vivoz3""",1398.0,"""苏宁易购官方旗舰店""",879人收货,江苏 南京,5237.0
"""一万毫安大电池纽曼P20刘海屏三防军工智能手机电霸防摔超长待机王老年老人机大屏大字备用户外全网通4G正品5""",889.0,"""万诚春数码专营店""",923人收货,广东 深圳,660.0
"""一加7pro OnePlus/一加 GM1910手机官方旗舰官网7t1+7pro 1加7pro""",2149.0,"""品牌机批发店""",985人收货,广东 深圳,7622.0
"""下单减100 vivo Z5X手机全面屏全新正品 vivoz5x手机 vivoz5 z3 z3x vivox27 vivo手机官网  z5xvivo手机 z5x""",1298.0,"""vivo曼尼金专卖店""",682人收货,江苏 南京,5188.0
"""中兴守护宝F6S全网通4G学生价游戏手机全面水滴屏安卓指纹一体手机老人机大屏大声大字超长待机拍照智能手机""",388.0,"""守护宝大秦先锋专卖店""",912人收货,广东 深圳,421.0
"""优惠1200元24期分期当天发Huawei/华为 P30 官方旗舰店正品华为p30 pro直降5g手机p40新荣耀mate30全网通p10""",3388.0,"""同步飞扬数码专营店""",604人收货,广东 深圳,6124.0
"""优惠1850元24期分期当天发Huawei/华为 P30 Pro官方旗舰店正品荣耀p30pro直降mate30 pro全网通5g手机20新p40""",3388.0,"""同步飞扬数码专营店""",723人收货,广东 深圳,6926.0
"""优惠400【当天发+送900元礼】Huawei/华为nova 5i Pro手机9x官方旗舰店nova5ipro正品5prop30直降mate20x荣耀""",1799.0,"""蓝港数码专营店""",584人收货,广东 深圳,799.0
"""优惠500当天发24期免息HUAWEI/华为 Mate 30 5G版手机官方旗舰店正品mate30pro5g全网通荣耀p30直降x折叠机40""",4299.0,"""同步飞扬数码专营店""",586人收货,广东 深圳,1033.0
"""优惠600【当天发+24期分期】Huawei/华为nova 5i Pro手机官方旗舰店新款nova5i pro正品畅享10plus非5g手机5z""",1799.0,"""京合旗舰店""",676人收货,安徽 合肥,785.0
"""优惠700【6期免息】Huawei/华为 nova 5 Pro官方旗舰店正品华为nova5pro手机5g新款6网p30直降mate30荣耀p20""",2499.0,"""京联通达数码旗舰店""",816人收货,北京,4139.0
"""优惠900元/分期免息Huawei/华为nova 5 Pro 手机官方旗舰店官网6se正品P30直降mate30新品5g荣耀V30全网通P20""",2499.0,"""同迅数码专营店""",977人收货,辽宁 大连,2532.0
"""全网通4G天语R7移动联通电信版女超薄老人机超长待机正品按键直板老年手机大屏大字大声音天翼功能小学生备用""",69.0,"""天语强宇专卖店""",9500+人收货,广西 桂林,124748.0
"""关爱心G1军工三防老人机超长待机正品移动电信版联通4G全网通老年手机大屏大字大声音女学生女备用功能小手机""",58.0,"""关爱心旗舰店""",9500+人收货,广东 深圳,14020.0
"""分期Apple/苹果 iPhone 8 Plus 苹果8plus iphone8 iphone8p手机""",2150.0,"""ysdee9""",787人收货,广东 深圳,1508.0
"""分期Apple/苹果 iPhone 8 Plus 苹果8plus国行iPhone8P苹果8X手机""",1838.0,"""华强科技1688""",573人收货,广东 深圳,400.0
"""分期Apple/苹果 iPhone 8 Plus苹果8plus iphone8p苹果8x全新手机""",1040.0,"""ttlg1999""",685人收货,上海,218.0
"""分期Apple/苹果 iPhone 8 Plus苹果8plus iphone8p苹果8x全新手机""",2110.0,"""songhaozhen""",1018人收货,广东 深圳,3775.0
"""分期Apple/苹果 iPhone X iphonex 苹果xr iphonexr 手机x xs max""",3400.0,"""亦儿手机店""",585人收货,广东 深圳,292.0
"""分期Apple/苹果 iPhone7 Plus美版国行正品苹果7P全网通7代4G手机""",1500.0,"""会耍赖的猫888""",3634人收货,广东 深圳,1474.0
"""分期免息 Apple/苹果 iPhone X全新正品iPhonex全网通4G苹果x手机""",3450.0,"""深圳梦幻公主服饰""",3276人收货,广东 深圳,880.0
"""分期免息Apple/苹.果 i.Phone SE 全新5se国行正品三网通4G手机""",880.0,"""q9634137280""",598人收货,广东 深圳,123.0
"""分期免息Apple/苹果 iPhone 7 Plus苹果7正品国行5.5寸7P三网手机""",1880.0,"""90后梦想店铺""",893人收货,广东 深圳,185.0
"""分期免息Apple/苹果 iPhone 8 Plus 全网通4G全新国行iphone8手机""",1048.0,"""雅岛服饰""",652人收货,广东 深圳,251.0
"""分期免息Apple/苹果 iPhone XR苹果xr iPhonexsmax国行双卡4G手机""",2592.19,"""付爱萍1""",1018人收货,广东 深圳,587.0
"""分期免息Apple/苹果 iPhone XR苹果xr iPhonexsmax国行双卡4G手机""",3500.0,"""付爱萍1""",1026人收货,广东 深圳,539.0
"""分期免息Apple/苹果 iPhone XS Max苹果xsmax苹果xr双卡国行手机""",3550.0,"""彩虹色的蜻蜓""",3677人收货,广东 深圳,4457.0
"""分期免息Samsung/三星 GALAXY S9 S9Plus 盖乐世S9港版全网通手机""",1599.0,"""随风飞扬y""",596人收货,广东 深圳,2437.0
"""创星 R9超薄超小迷你卡片手机移动电信版男女高中初中小学生儿童戒网备用非智能学生只可以打电话网红小手机""",128.0,"""阿兰贝尔数码专营店""",919人收货,广东 深圳,10113.0
"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",399.0,"""蒙奇数码专营店""",1121人收货,广东 深圳,4091.0
"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",399.0,"""蒙奇数码专营店""",1124人收货,广东 深圳,4102.0
"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",399.0,"""佳佳购数码专营店""",1005人收货,广东 深圳,2022.1147540983607
"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",139.0,"""慕尚年华数码专营店""",1107人收货,广东 深圳,7180.0
"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",139.0,"""慕尚年华数码专营店""",1125人收货,广东 深圳,7167.0
"""华为C2829天翼电信4G老人手机经典直板按键学生备用电信老年机""",25.0,"""阿滨eason""",816人收货,广东 深圳,699.0
"""华为Mate20 pro降价官网正品Huawei/华为 Mate 20 PRO X5G手机p30""",1833.48,"""春江哥""",614人收货,四川 成都,2405.0
"""华为mate30 5G 降价HUAWEI HUAWEI Mate 30 Pro官网正品智能手机""",3427.65,"""中宽通讯行""",572人收货,广东 深圳,1520.0
"""华为mate30Pro现货直降HUAWEI HUAWEI Mate 30 Pro保时捷5g版手机""",3288.0,"""yuzunyi0423""",684人收货,北京,1996.0
"""华为nova5pro 直降990 HUAWEI NOVA5Pro官方旗舰p30新手机6nova5i""",1488.0,"""heatlinda""",909人收货,广东 深圳,4541.0
"""华为nova5z【免息立减230】HUAWEI nova 5z手机官方正品nova5Z 5i""",1467.99,"""白开水的点燃方式""",581人收货,河南 郑州,1380.0
"""华为nova5z【免息立减250】HUAWEI nova 5z手机官方正品nova5i""",1326.67,"""深港通信专卖""",645人收货,广东 深圳,1552.0
"""华为nova5直降1000正品HUAWEI nova 5 Pro官方旗舰店nova5i手机6""",1475.04,"""深港通信专卖""",676人收货,广东 深圳,13225.0
"""华为畅享10【6+64GB直降200。送原装耳机】Huawei/华为畅享10手机官方旗舰授权店正品全网通畅想 10plus""",899.0,"""巨利泰数码专营店""",630人收货,广东 深圳,1692.0
"""华为畅享9 Huawei/华为 畅享9官方授权店官网旗舰正品畅想9plus手机新款 老人学生用 荣耀9X 9Plus""",799.0,"""巨利泰数码专营店""",1005人收货,广东 深圳,2149.0
"""华为荣耀20pro honor/荣耀 荣耀20 pro手机官方直降v20新荣耀20""",1998.0,"""深圳一航""",578人收货,广东 深圳,3789.0
"""华为荣耀9X【直降541元】honor/荣耀 荣耀9xPRO手机官方荣耀9xpro""",897.0,"""wezebaba""",632人收货,广东 深圳,2552.0
"""可12期免息+领券可减160元红米K30手机 Xiaomi/小米 RedmiK30官方旗舰店官网9pro5G版红米K30pro手机尊享5g版""",1599.0,"""广东电信亿品汇专卖店""",695人收货,广东 深圳,265.0
"""可减220元12期花呗分期免息/华为HONOR荣耀20青春版手机官方旗舰店20i正品8x降价9xpro荣耀10青春版20s新款9x""",1099.0,"""三际数码官方旗舰店""",648人收货,山东 济南,510.0
"""可减350元【24期分期/送果汁机/心率手环】华为HONOR荣耀9X系列官方旗舰店手机20s官网20i/8x/9xpro/play3""",1099.0,"""博盛景数码专营店""",1172人收货,广东 深圳,2615.0
"""可减350元当天发免息送礼华为HONOR荣耀9X手机新品直降全网通官方旗舰店官网正品华为荣耀9x/8x/10/20i青春版""",1099.0,"""oksj数码旗舰店""",660人收货,广东 深圳,1439.0
"""可减980元24期分期当天发Huawei/华为 nova 5 Pro官方旗舰店正品荣耀p30直降mate30新款nova6手机5g全网通p20""",2499.0,"""同步飞扬数码专营店""",925人收货,广东 深圳,6216.0
"""可省520元+当天发货/华为honor/荣耀20S全网通手机官方旗舰店正品play3新款20s直降20i官网9x系列x9青春20pro""",1499.0,"""广东电信亿品汇专卖店""",1018人收货,广东 深圳,1106.0
"""可省520元+当天发货/华为honor/荣耀20S全网通手机官方旗舰店正品play3新款20s直降20i官网9x系列x9青春20pro""",1499.0,"""广东电信亿品汇专卖店""",987人收货,广东 深圳,1094.0
"""可省520元领270券/华为HONOR 荣耀20S全网通手机9x官方旗舰店20i直降play3降价青春版10新款20pro青春x9新款""",1499.0,"""三际数码官方旗舰店""",1003人收货,山东 济南,946.0
"""可省520元领270券/华为HONOR 荣耀20S全网通手机9x官方旗舰店20i直降play3降价青春版10新款20pro青春x9新款""",1499.0,"""三际数码官方旗舰店""",985人收货,山东 济南,921.0
"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",858.0,"""久汇数码专营店""",1045人收货,广东 深圳,2012.0
"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",868.0,"""久汇数码专营店""",1031人收货,广东 深圳,1992.0
"""咨询可减50+选无线充 Xiaomi/小米9手机Plus九pro官网旗舰店cc9顶配9se透明8尊享版mix3官网10红米K20骁龙855""",2899.0,"""能良数码官方旗舰店""",756人收货,上海,6573.0
"""官方Xiaomi/小米 redmi note 7 pro新手机8红米Note7Pro小金刚k20""",799.0,"""品牌机批发店""",600人收货,广东 深圳,10312.0
"""官方直降价2700 Huawei/华为 Mate 20 Pro正品手机mate20x5g版P30""",1956.04,"""国货平价网""",1114人收货,广东 深圳,4025.0
"""官方直降价2700 Huawei/华为 Mate 20 Pro正品手机mate20x5g版P30""",1958.0,"""国货平价网""",1104人收货,广东 深圳,3985.0
"""小米多亲ai手机2小爱同学多亲ai助手qin4G全网通功能备用电信小米直板按键非智能可微信学生老年老人特小手机""",299.0,"""港行先锋数码专营店""",1093人收货,广东 深圳,2724.0
"""小米多亲ai手机2小爱同学多亲ai助手qin4G全网通功能备用电信小米直板按键非智能可微信学生老年老人特小手机""",299.0,"""港行先锋数码专营店""",1112人收货,广东 深圳,2708.0
"""小辣椒 R17超薄微型迷你智能卡片手机男生女生学生儿童移动联通全网通4G正品网红小手机备用超小袖珍抖音同款""",389.0,"""纯林伟业数码专营店""",852人收货,广东 深圳,1331.0
"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",128.0,"""纯林伟业数码专营店""",1029人收货,广东 深圳,3522.0
"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",128.0,"""纯林伟业数码专营店""",1033人收货,广东 深圳,3516.0
"""小辣椒迷你卡片智能手机网红同款学生价超薄全网通电信4G小手机可爱男女超小可上网全面小屏备用特小袖珍手机""",379.0,"""深圳海创利华数码专营店""",863人收货,广东 深圳,1034.0
"""尼凯恩M9老年机翻盖手机大屏大字大声音联通4G全网通女老人手机超长待机正品男女款电信版移动戒网学生老人机""",168.0,"""尼凯恩旗舰店""",700人收货,广东 深圳,220.0
"""当天发24期免息送礼HUAWEI/华为 Mate 30 Pro 5G手机官方旗舰店正品新款mate30pro5g版x折叠机p30直降mate40""",6399.0,"""同步飞扬数码专营店""",737人收货,广东 深圳,1453.0
"""当天发货+送小爱音箱Xiaomi/小米红米K30手机官网旗舰店RedmiK20 pro尊享版红米K30 pro5g官方正品k30pro手机""",1599.0,"""能良数码官方旗舰店""",761人收货,上海,295.0
"""抢300元优惠 新款上市 OPPO K5 oppok5手机oppok7旗舰新品 oppok3 oppok5 oppor17 oppok6 未来x a5 0ppo手机""",1799.0,"""能良数码官方旗舰店""",902人收货,上海,2574.0
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",2149.0,"""69铺小a""",1041人收货,广东 深圳,2348.0
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",2149.0,"""69铺小a""",1051人收货,广东 深圳,2330.0
"""新品Xiaomi/小米 小米CC9 PRO官方旗舰美图定制e手机cc9pro尊享版""",2428.0,"""品牌机批发店""",1019人收货,广东 深圳,2227.0
"""新品Xiaomi/小米 小米CC9 PRO官方旗舰美图定制e手机cc9pro尊享版""",2428.0,"""品牌机批发店""",1031人收货,广东 深圳,2177.0
"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.0,"""蓝港数码专营店""",1017人收货,广东 深圳,7234.0
"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.0,"""蓝港数码专营店""",1024人收货,广东 深圳,7218.0
"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3199.0,"""一加创华威专卖店""",1051人收货,广东 深圳,1703.0
"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3279.0,"""一加创华威专卖店""",1059人收货,广东 深圳,1693.0
"""新品华为honor/荣耀 荣耀Play3 官方旗舰游戏手机piay3荣耀Paly3e""",517.99,"""龙通店""",571人收货,广东 深圳,923.0
"""新款小辣椒P60全网通4GType-c闪充8+128g后1600万双摄像安卓智能学生游戏拍照手机双卡微商多开正品超长待机""",499.0,"""小辣椒缔盟专卖店""",629人收货,广东 深圳,562.0
