title,price,store,commentcount,sells,location
"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3279.00,"""一加创华威专卖店""",1693,1059人收货,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax苹果XR美版4G国行双卡手机8X""",3589.00,"""红红豆豆200988""",2186,1052人收货,广东 深圳
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",2149.00,"""69铺小a""",2330,1051人收货,广东 深圳
"""老人智能手机大字大声大屏老年机电信版联通移动天翼超长待机K-Touch/天语X27便宜学生价手机4g全网通老人机""",399.00,"""博科雅创数码专营店""",956,1050人收货,广东 深圳
"""【1.6-1.10享24期免息】HUAWEI/华为Mate30 全网通4G智能手机麒麟990徕卡拍照手机旗舰新品官方正品""",4299.00,"""苏宁易购官方旗舰店""",2778,1049人收货,江苏 南京
"""2019新款 Nokia/诺基亚新106老人机直板按键功能机老年手机正品官方旗舰店经典怀旧学生备用儿童迷你小手机""",139.00,"""宸欣数码专营店""",2669,1041人收货,广东 深圳
"""【6日 0点前1000送好礼】华为旗下HONOR/荣耀Magic2滑盖全面屏官网正品超级快充麒麟980官方旗舰店新手机v20""",1699.00,"""荣耀官方旗舰店""",11016,1040人收货,广东 深圳
"""【24期免息 赠蓝牙音箱】OPPO Reno2 Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机R15 R17""",2299.00,"""oppo官方旗舰店""",731,1039人收货,广东 东莞
"""限时直降现货送礼华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",878.00,"""oksj数码旗舰店""",1043,1039人收货,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max苹果11promax国行无锁美版三网手机""",3550.00,"""sayhay自营店""",880,1039人收货,上海
"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",128.00,"""纯林伟业数码专营店""",3516,1033人收货,广东 深圳
"""新品Xiaomi/小米 小米CC9 PRO官方旗舰美图定制e手机cc9pro尊享版""",2428.00,"""品牌机批发店""",2177,1031人收货,广东 深圳
"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",868.00,"""久汇数码专营店""",1992,1031人收货,广东 深圳
"""YEPEN/誉品 M560 正品4G全网通老年机翻盖手机大屏大字大声老人手机超长待机男女款移动诺基亚学生官方旗舰店""",99.00,"""誉品旗舰店""",571,1029人收货,广东 深圳
"""【至高省240】华为HONOR 荣耀Play3全网通手机官方旗舰店20i正品8x降价9xpro麒麟710新款paly3荣耀10青春v30""",699.00,"""博海宇通数码专营店""",776,1028人收货,广东 深圳
"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.00,"""优机汇数码专营店""",1694,1027人收货,广东 深圳
"""分期免息Apple/苹果 iPhone XR苹果xr iPhonexsmax国行双卡4G手机""",3500.00,"""付爱萍1""",539,1026人收货,广东 深圳
"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.00,"""蓝港数码专营店""",7218,1024人收货,广东 深圳
"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",958.00,"""白开水的点燃方式""",6259,1010人收货,河南 郑州
"""Apple/苹果 iPhone 8 Plus 全新正品国行美版三网通手机iPhone 8x""",1399.00,"""爱上一个少年""",460,1010人收货,广东 深圳
"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",399.00,"""佳佳购数码专营店""",2022,1005人收货,广东 深圳
"""华为畅享9 Huawei/华为 畅享9官方授权店官网旗舰正品畅想9plus手机新款 老人学生用 荣耀9X 9Plus""",799.00,"""巨利泰数码专营店""",2149,1005人收货,广东 深圳
"""【下单减300】OPPO Reno Ace opporenoace手机新款上市oppoace新品reno2 0ppofind未来xr17pro 0pp0reno r19""",2999.00,"""oppo平实专卖店""",2304,1004人收货,广东 广州
"""【领券减100+送天猫精灵】Xiaomi/小米 红米note8手机 官方旗舰店9se官网RedmiNote8pro小米8青春版 note9pro""",999.00,"""三际数码官方旗舰店""",2274,1003人收货,山东 济南
"""【下拉详情页跳转链接享24期免息】小米CC9美图定制版智能游戏学生女性手机大屏大字小米官方旗舰店xiaomi""",1999.00,"""小米官方旗舰店""",1875,1000人收货,北京
"""Apple/苹果 iPhone X  苹果x iphonex  xs max苹果8x国行正品手机""",3600.00,"""朵儿妈的生活""",1389,999人收货,广东 深圳
"""【200优惠券+送好礼】Huawei/华为 nova 5 Pro新款手机官方旗舰店降价5g全网通mate30官网prop30正品5i荣耀6""",2699.00,"""蓝港数码专营店""",3464,995人收货,广东 深圳
"""【可减460元当天发货】华为HONOR荣耀V20手机麒麟980官方旗舰店官网正品降价新品v20pro联名版magic3分期免息""",1749.00,"""广东电信亿品汇专卖店""",2288,988人收货,广东 深圳
"""可省520元+当天发货/华为honor/荣耀20S全网通手机官方旗舰店正品play3新款20s直降20i官网9x系列x9青春20pro""",1499.00,"""广东电信亿品汇专卖店""",1094,987人收货,广东 深圳
"""【送座充】创星手机 Z9老人机翻盖手机超长待机正品老年手机大屏大字声音大移动电信版按键学生男女款小手机""",139.00,"""赫尔曼数码专营店""",908,985人收货,广东 深圳
"""可省520元领270券/华为HONOR 荣耀20S全网通手机9x官方旗舰店20i直降play3降价青春版10新款20pro青春x9新款""",1499.00,"""三际数码官方旗舰店""",921,985人收货,山东 济南
"""一加7pro OnePlus/一加 GM1910手机官方旗舰官网7t1+7pro 1加7pro""",2149.00,"""品牌机批发店""",7622,985人收货,广东 深圳
"""优惠900元/分期免息Huawei/华为nova 5 Pro 手机官方旗舰店官网6se正品P30直降mate30新品5g荣耀V30全网通P20""",2499.00,"""同迅数码专营店""",2532,977人收货,辽宁 大连
"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",1699.00,"""三星官方旗舰店""",1891,973人收货,北京
"""正品ivvi P60(i8)学生价4g全面屏安卓大屏游戏电信全网通智能手机""",348.00,"""拓展通讯""",814,973人收货,广东 深圳
"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",139.00,"""慕尚年华数码专营店""",7167,1125人收货,广东 深圳
"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",399.00,"""蒙奇数码专营店""",4091,1121人收货,广东 深圳
"""现货当天发Xiaomi/小米 Redmi K30 5G红米k30pro官方手机20尊享版""",1438.00,"""绝对诚信qq464547963""",329,1120人收货,广东 深圳
"""小米多亲ai手机2小爱同学多亲ai助手qin4G全网通功能备用电信小米直板按键非智能可微信学生老年老人特小手机""",299.00,"""港行先锋数码专营店""",2708,1112人收货,广东 深圳
"""【享24期免息】SMARTISAN/锤子坚果Pro3手机 新品高通骁龙855Plus大电池四摄智能手机官方旗舰店""",2599.00,"""坚果手机旗舰店""",1665,1105人收货,广东 深圳
"""官方直降价2700 Huawei/华为 Mate 20 Pro正品手机mate20x5g版P30""",1958.00,"""国货平价网""",3985,1104人收货,广东 深圳
"""正品老人手机大屏大字声老年机超长待机移动电信全网通4G智能手机""",258.00,"""中国网络电子商城""",614,1096人收货,广东 深圳
"""【百亿补贴3+32G闪降120元】Xiaomi/小米 Redmi 红米8A小米官方旗舰店官网正品note8pro学生智能千元老人手机""",579.00,"""卓瓦数码专营店""",712,1074人收货,上海
"""DOOV/朵唯P9正品8核128GB全网通4G学生游戏超薄安卓双卡指纹全面水滴屏便宜老人老年智能手机男女款超长待机""",489.00,"""点点云购数码专营店""",1076,1060人收货,广东 深圳
"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3279.00,"""一加创华威专卖店""",1693,1059人收货,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax苹果XR美版4G国行双卡手机8X""",3589.00,"""红红豆豆200988""",2186,1052人收货,广东 深圳
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",2149.00,"""69铺小a""",2330,1051人收货,广东 深圳
"""老人智能手机大字大声大屏老年机电信版联通移动天翼超长待机K-Touch/天语X27便宜学生价手机4g全网通老人机""",399.00,"""博科雅创数码专营店""",956,1050人收货,广东 深圳
"""【1.6-1.10享24期免息】HUAWEI/华为Mate30 全网通4G智能手机麒麟990徕卡拍照手机旗舰新品官方正品""",4299.00,"""苏宁易购官方旗舰店""",2778,1049人收货,江苏 南京
"""2019新款 Nokia/诺基亚新106老人机直板按键功能机老年手机正品官方旗舰店经典怀旧学生备用儿童迷你小手机""",139.00,"""宸欣数码专营店""",2669,1041人收货,广东 深圳
"""【6日 0点前1000送好礼】华为旗下HONOR/荣耀Magic2滑盖全面屏官网正品超级快充麒麟980官方旗舰店新手机v20""",1699.00,"""荣耀官方旗舰店""",11016,1040人收货,广东 深圳
"""【24期免息 赠蓝牙音箱】OPPO Reno2 Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机R15 R17""",2299.00,"""oppo官方旗舰店""",731,1039人收货,广东 东莞
"""限时直降现货送礼华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",878.00,"""oksj数码旗舰店""",1043,1039人收货,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max苹果11promax国行无锁美版三网手机""",3550.00,"""sayhay自营店""",880,1039人收货,上海
"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",128.00,"""纯林伟业数码专营店""",3516,1033人收货,广东 深圳
"""新品Xiaomi/小米 小米CC9 PRO官方旗舰美图定制e手机cc9pro尊享版""",2428.00,"""品牌机批发店""",2177,1031人收货,广东 深圳
"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",868.00,"""久汇数码专营店""",1992,1031人收货,广东 深圳
"""YEPEN/誉品 M560 正品4G全网通老年机翻盖手机大屏大字大声老人手机超长待机男女款移动诺基亚学生官方旗舰店""",99.00,"""誉品旗舰店""",571,1029人收货,广东 深圳
"""【至高省240】华为HONOR 荣耀Play3全网通手机官方旗舰店20i正品8x降价9xpro麒麟710新款paly3荣耀10青春v30""",699.00,"""博海宇通数码专营店""",776,1028人收货,广东 深圳
"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.00,"""优机汇数码专营店""",1694,1027人收货,广东 深圳
"""分期免息Apple/苹果 iPhone XR苹果xr iPhonexsmax国行双卡4G手机""",3500.00,"""付爱萍1""",539,1026人收货,广东 深圳
"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.00,"""蓝港数码专营店""",7218,1024人收货,广东 深圳
"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",958.00,"""白开水的点燃方式""",6259,1010人收货,河南 郑州
"""Apple/苹果 iPhone 8 Plus 全新正品国行美版三网通手机iPhone 8x""",1399.00,"""爱上一个少年""",460,1010人收货,广东 深圳
"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",399.00,"""佳佳购数码专营店""",2022,1005人收货,广东 深圳
"""华为畅享9 Huawei/华为 畅享9官方授权店官网旗舰正品畅想9plus手机新款 老人学生用 荣耀9X 9Plus""",799.00,"""巨利泰数码专营店""",2149,1005人收货,广东 深圳
"""【下单减300】OPPO Reno Ace opporenoace手机新款上市oppoace新品reno2 0ppofind未来xr17pro 0pp0reno r19""",2999.00,"""oppo平实专卖店""",2304,1004人收货,广东 广州
"""【领券减100+送天猫精灵】Xiaomi/小米 红米note8手机 官方旗舰店9se官网RedmiNote8pro小米8青春版 note9pro""",999.00,"""三际数码官方旗舰店""",2274,1003人收货,山东 济南
"""【下拉详情页跳转链接享24期免息】小米CC9美图定制版智能游戏学生女性手机大屏大字小米官方旗舰店xiaomi""",1999.00,"""小米官方旗舰店""",1875,1000人收货,北京
"""Apple/苹果 iPhone X  苹果x iphonex  xs max苹果8x国行正品手机""",3600.00,"""朵儿妈的生活""",1389,999人收货,广东 深圳
"""【200优惠券+送好礼】Huawei/华为 nova 5 Pro新款手机官方旗舰店降价5g全网通mate30官网prop30正品5i荣耀6""",2699.00,"""蓝港数码专营店""",3464,995人收货,广东 深圳
"""【可减460元当天发货】华为HONOR荣耀V20手机麒麟980官方旗舰店官网正品降价新品v20pro联名版magic3分期免息""",1749.00,"""广东电信亿品汇专卖店""",2288,988人收货,广东 深圳
"""可省520元+当天发货/华为honor/荣耀20S全网通手机官方旗舰店正品play3新款20s直降20i官网9x系列x9青春20pro""",1499.00,"""广东电信亿品汇专卖店""",1094,987人收货,广东 深圳
"""【送座充】创星手机 Z9老人机翻盖手机超长待机正品老年手机大屏大字声音大移动电信版按键学生男女款小手机""",139.00,"""赫尔曼数码专营店""",908,985人收货,广东 深圳
"""可省520元领270券/华为HONOR 荣耀20S全网通手机9x官方旗舰店20i直降play3降价青春版10新款20pro青春x9新款""",1499.00,"""三际数码官方旗舰店""",921,985人收货,山东 济南
"""一加7pro OnePlus/一加 GM1910手机官方旗舰官网7t1+7pro 1加7pro""",2149.00,"""品牌机批发店""",7622,985人收货,广东 深圳
"""优惠900元/分期免息Huawei/华为nova 5 Pro 手机官方旗舰店官网6se正品P30直降mate30新品5g荣耀V30全网通P20""",2499.00,"""同迅数码专营店""",2532,977人收货,辽宁 大连
"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",1699.00,"""三星官方旗舰店""",1891,973人收货,北京
"""正品ivvi P60(i8)学生价4g全面屏安卓大屏游戏电信全网通智能手机""",348.00,"""拓展通讯""",814,973人收货,广东 深圳
"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",139.00,"""慕尚年华数码专营店""",7167,1125人收货,广东 深圳
"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",399.00,"""蒙奇数码专营店""",4091,1121人收货,广东 深圳
"""现货当天发Xiaomi/小米 Redmi K30 5G红米k30pro官方手机20尊享版""",1438.00,"""绝对诚信qq464547963""",329,1120人收货,广东 深圳
"""小米多亲ai手机2小爱同学多亲ai助手qin4G全网通功能备用电信小米直板按键非智能可微信学生老年老人特小手机""",299.00,"""港行先锋数码专营店""",2708,1112人收货,广东 深圳
"""【享24期免息】SMARTISAN/锤子坚果Pro3手机 新品高通骁龙855Plus大电池四摄智能手机官方旗舰店""",2599.00,"""坚果手机旗舰店""",1665,1105人收货,广东 深圳
"""官方直降价2700 Huawei/华为 Mate 20 Pro正品手机mate20x5g版P30""",1958.00,"""国货平价网""",3985,1104人收货,广东 深圳
"""正品老人手机大屏大字声老年机超长待机移动电信全网通4G智能手机""",258.00,"""中国网络电子商城""",614,1096人收货,广东 深圳
"""【百亿补贴3+32G闪降120元】Xiaomi/小米 Redmi 红米8A小米官方旗舰店官网正品note8pro学生智能千元老人手机""",579.00,"""卓瓦数码专营店""",712,1074人收货,上海
"""DOOV/朵唯P9正品8核128GB全网通4G学生游戏超薄安卓双卡指纹全面水滴屏便宜老人老年智能手机男女款超长待机""",489.00,"""点点云购数码专营店""",1076,1060人收货,广东 深圳
"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3279.00,"""一加创华威专卖店""",1693,1059人收货,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax苹果XR美版4G国行双卡手机8X""",3589.00,"""红红豆豆200988""",2186,1052人收货,广东 深圳
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",2149.00,"""69铺小a""",2330,1051人收货,广东 深圳
"""老人智能手机大字大声大屏老年机电信版联通移动天翼超长待机K-Touch/天语X27便宜学生价手机4g全网通老人机""",399.00,"""博科雅创数码专营店""",956,1050人收货,广东 深圳
"""【1.6-1.10享24期免息】HUAWEI/华为Mate30 全网通4G智能手机麒麟990徕卡拍照手机旗舰新品官方正品""",4299.00,"""苏宁易购官方旗舰店""",2778,1049人收货,江苏 南京
"""2019新款 Nokia/诺基亚新106老人机直板按键功能机老年手机正品官方旗舰店经典怀旧学生备用儿童迷你小手机""",139.00,"""宸欣数码专营店""",2669,1041人收货,广东 深圳
"""【6日 0点前1000送好礼】华为旗下HONOR/荣耀Magic2滑盖全面屏官网正品超级快充麒麟980官方旗舰店新手机v20""",1699.00,"""荣耀官方旗舰店""",11016,1040人收货,广东 深圳
"""【24期免息 赠蓝牙音箱】OPPO Reno2 Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机R15 R17""",2299.00,"""oppo官方旗舰店""",731,1039人收货,广东 东莞
"""限时直降现货送礼华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",878.00,"""oksj数码旗舰店""",1043,1039人收货,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max苹果11promax国行无锁美版三网手机""",3550.00,"""sayhay自营店""",880,1039人收货,上海
"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",128.00,"""纯林伟业数码专营店""",3516,1033人收货,广东 深圳
"""新品Xiaomi/小米 小米CC9 PRO官方旗舰美图定制e手机cc9pro尊享版""",2428.00,"""品牌机批发店""",2177,1031人收货,广东 深圳
"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",868.00,"""久汇数码专营店""",1992,1031人收货,广东 深圳
"""YEPEN/誉品 M560 正品4G全网通老年机翻盖手机大屏大字大声老人手机超长待机男女款移动诺基亚学生官方旗舰店""",99.00,"""誉品旗舰店""",571,1029人收货,广东 深圳
"""【至高省240】华为HONOR 荣耀Play3全网通手机官方旗舰店20i正品8x降价9xpro麒麟710新款paly3荣耀10青春v30""",699.00,"""博海宇通数码专营店""",776,1028人收货,广东 深圳
"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.00,"""优机汇数码专营店""",1694,1027人收货,广东 深圳
"""分期免息Apple/苹果 iPhone XR苹果xr iPhonexsmax国行双卡4G手机""",3500.00,"""付爱萍1""",539,1026人收货,广东 深圳
"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.00,"""蓝港数码专营店""",7218,1024人收货,广东 深圳
"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",958.00,"""白开水的点燃方式""",6259,1010人收货,河南 郑州
"""Apple/苹果 iPhone 8 Plus 全新正品国行美版三网通手机iPhone 8x""",1399.00,"""爱上一个少年""",460,1010人收货,广东 深圳
"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",399.00,"""佳佳购数码专营店""",2022,1005人收货,广东 深圳
"""华为畅享9 Huawei/华为 畅享9官方授权店官网旗舰正品畅想9plus手机新款 老人学生用 荣耀9X 9Plus""",799.00,"""巨利泰数码专营店""",2149,1005人收货,广东 深圳
"""【下单减300】OPPO Reno Ace opporenoace手机新款上市oppoace新品reno2 0ppofind未来xr17pro 0pp0reno r19""",2999.00,"""oppo平实专卖店""",2304,1004人收货,广东 广州
"""【领券减100+送天猫精灵】Xiaomi/小米 红米note8手机 官方旗舰店9se官网RedmiNote8pro小米8青春版 note9pro""",999.00,"""三际数码官方旗舰店""",2274,1003人收货,山东 济南
"""【下拉详情页跳转链接享24期免息】小米CC9美图定制版智能游戏学生女性手机大屏大字小米官方旗舰店xiaomi""",1999.00,"""小米官方旗舰店""",1875,1000人收货,北京
"""Apple/苹果 iPhone X  苹果x iphonex  xs max苹果8x国行正品手机""",3600.00,"""朵儿妈的生活""",1389,999人收货,广东 深圳
"""【200优惠券+送好礼】Huawei/华为 nova 5 Pro新款手机官方旗舰店降价5g全网通mate30官网prop30正品5i荣耀6""",2699.00,"""蓝港数码专营店""",3464,995人收货,广东 深圳
"""【可减460元当天发货】华为HONOR荣耀V20手机麒麟980官方旗舰店官网正品降价新品v20pro联名版magic3分期免息""",1749.00,"""广东电信亿品汇专卖店""",2288,988人收货,广东 深圳
"""可省520元+当天发货/华为honor/荣耀20S全网通手机官方旗舰店正品play3新款20s直降20i官网9x系列x9青春20pro""",1499.00,"""广东电信亿品汇专卖店""",1094,987人收货,广东 深圳
"""【送座充】创星手机 Z9老人机翻盖手机超长待机正品老年手机大屏大字声音大移动电信版按键学生男女款小手机""",139.00,"""赫尔曼数码专营店""",908,985人收货,广东 深圳
"""可省520元领270券/华为HONOR 荣耀20S全网通手机9x官方旗舰店20i直降play3降价青春版10新款20pro青春x9新款""",1499.00,"""三际数码官方旗舰店""",921,985人收货,山东 济南
"""一加7pro OnePlus/一加 GM1910手机官方旗舰官网7t1+7pro 1加7pro""",2149.00,"""品牌机批发店""",7622,985人收货,广东 深圳
"""优惠900元/分期免息Huawei/华为nova 5 Pro 手机官方旗舰店官网6se正品P30直降mate30新品5g荣耀V30全网通P20""",2499.00,"""同迅数码专营店""",2532,977人收货,辽宁 大连
"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",1699.00,"""三星官方旗舰店""",1891,973人收货,北京
"""正品ivvi P60(i8)学生价4g全面屏安卓大屏游戏电信全网通智能手机""",348.00,"""拓展通讯""",814,973人收货,广东 深圳
"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",139.00,"""慕尚年华数码专营店""",7167,1125人收货,广东 深圳
"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",399.00,"""蒙奇数码专营店""",4091,1121人收货,广东 深圳
"""现货当天发Xiaomi/小米 Redmi K30 5G红米k30pro官方手机20尊享版""",1438.00,"""绝对诚信qq464547963""",329,1120人收货,广东 深圳
"""小米多亲ai手机2小爱同学多亲ai助手qin4G全网通功能备用电信小米直板按键非智能可微信学生老年老人特小手机""",299.00,"""港行先锋数码专营店""",2708,1112人收货,广东 深圳
"""【享24期免息】SMARTISAN/锤子坚果Pro3手机 新品高通骁龙855Plus大电池四摄智能手机官方旗舰店""",2599.00,"""坚果手机旗舰店""",1665,1105人收货,广东 深圳
"""官方直降价2700 Huawei/华为 Mate 20 Pro正品手机mate20x5g版P30""",1958.00,"""国货平价网""",3985,1104人收货,广东 深圳
"""正品老人手机大屏大字声老年机超长待机移动电信全网通4G智能手机""",258.00,"""中国网络电子商城""",614,1096人收货,广东 深圳
"""【百亿补贴3+32G闪降120元】Xiaomi/小米 Redmi 红米8A小米官方旗舰店官网正品note8pro学生智能千元老人手机""",579.00,"""卓瓦数码专营店""",712,1074人收货,上海
"""DOOV/朵唯P9正品8核128GB全网通4G学生游戏超薄安卓双卡指纹全面水滴屏便宜老人老年智能手机男女款超长待机""",489.00,"""点点云购数码专营店""",1076,1060人收货,广东 深圳
"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3279.00,"""一加创华威专卖店""",1693,1059人收货,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax苹果XR美版4G国行双卡手机8X""",3589.00,"""红红豆豆200988""",2186,1052人收货,广东 深圳
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",2149.00,"""69铺小a""",2330,1051人收货,广东 深圳
"""老人智能手机大字大声大屏老年机电信版联通移动天翼超长待机K-Touch/天语X27便宜学生价手机4g全网通老人机""",399.00,"""博科雅创数码专营店""",956,1050人收货,广东 深圳
"""【1.6-1.10享24期免息】HUAWEI/华为Mate30 全网通4G智能手机麒麟990徕卡拍照手机旗舰新品官方正品""",4299.00,"""苏宁易购官方旗舰店""",2778,1049人收货,江苏 南京
"""2019新款 Nokia/诺基亚新106老人机直板按键功能机老年手机正品官方旗舰店经典怀旧学生备用儿童迷你小手机""",139.00,"""宸欣数码专营店""",2669,1041人收货,广东 深圳
"""【6日 0点前1000送好礼】华为旗下HONOR/荣耀Magic2滑盖全面屏官网正品超级快充麒麟980官方旗舰店新手机v20""",1699.00,"""荣耀官方旗舰店""",11016,1040人收货,广东 深圳
"""【24期免息 赠蓝牙音箱】OPPO Reno2 Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机R15 R17""",2299.00,"""oppo官方旗舰店""",731,1039人收货,广东 东莞
"""限时直降现货送礼华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",878.00,"""oksj数码旗舰店""",1043,1039人收货,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max苹果11promax国行无锁美版三网手机""",3550.00,"""sayhay自营店""",880,1039人收货,上海
"""小辣椒K3学生手机迷你超薄卡片手机非智能移动电信4G戒网瘾网红小手机女款儿童高中生初中小学生只可以打电话""",128.00,"""纯林伟业数码专营店""",3516,1033人收货,广东 深圳
"""新品Xiaomi/小米 小米CC9 PRO官方旗舰美图定制e手机cc9pro尊享版""",2428.00,"""品牌机批发店""",2177,1031人收货,广东 深圳
"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",868.00,"""久汇数码专营店""",1992,1031人收货,广东 深圳
"""YEPEN/誉品 M560 正品4G全网通老年机翻盖手机大屏大字大声老人手机超长待机男女款移动诺基亚学生官方旗舰店""",99.00,"""誉品旗舰店""",571,1029人收货,广东 深圳
"""【至高省240】华为HONOR 荣耀Play3全网通手机官方旗舰店20i正品8x降价9xpro麒麟710新款paly3荣耀10青春v30""",699.00,"""博海宇通数码专营店""",776,1028人收货,广东 深圳
"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.00,"""优机汇数码专营店""",1694,1027人收货,广东 深圳
"""分期免息Apple/苹果 iPhone XR苹果xr iPhonexsmax国行双卡4G手机""",3500.00,"""付爱萍1""",539,1026人收货,广东 深圳
"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.00,"""蓝港数码专营店""",7218,1024人收货,广东 深圳
"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",958.00,"""白开水的点燃方式""",6259,1010人收货,河南 郑州
"""Apple/苹果 iPhone 8 Plus 全新正品国行美版三网通手机iPhone 8x""",1399.00,"""爱上一个少年""",460,1010人收货,广东 深圳
"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",399.00,"""佳佳购数码专营店""",2022,1005人收货,广东 深圳
