,store,commentcount,location,count
873,"""光辉谜魄""",108.0,上海,1
874,"""蓝港数码专营店""",1851.0,广东 深圳,1
875,"""能良数码官方旗舰店""",64.0,上海,1
876,"""小虎你在""",100.0,广东 深圳,1
877,"""三际数码官方旗舰店""",2412.0,山东 济南,1
878,"""盛励嘉""",622.0,广东 深圳,1
879,"""蓝港数码专营店""",253.0,广东 深圳,1
880,"""广东电信亿品汇专卖店""",861.0,广东 深圳,1
881,"""长虹佳音专卖店""",5994.0,安徽 合肥,1
882,"""网易uu加速器旗舰店""",440.0,陕西 西安,1
883,"""魅族官方旗舰店""",11772.0,广东 珠海,1
884,"""lxt_雅腾""",391.0,广东 深圳,1
885,"""三星官方旗舰店""",4635.0,北京,1
886,"""vivo官方旗舰店""",3232.0,广东 东莞,1
887,"""赛西湖""",7172.0,浙江 杭州,1
888,"""vivo曼尼金专卖店""",558.0,江苏 南京,1
889,"""wezebaba""",483.0,广东 深圳,1
890,"""百度网盘旗舰店""",431.0,北京,1
891,"""三星官方旗舰店""",3118.0,北京,1
892,"""品牌机批发店""",2708.0,广东 深圳,1
893,"""小辣椒旗舰店""",419.0,广东 东莞,1
894,"""蓝港数码专营店""",1161.0,广东 深圳,1
895,"""荣耀官方旗舰店""",2531.0,广东 深圳,1
896,"""能良数码官方旗舰店""",990.0,上海,1
897,"""chenghong301314""",644.0,广东 深圳,1
898,"""特火通讯""",1405.0,广东 深圳,1
899,"""中国移动官方旗舰店""",93.0,浙江 杭州,1
900,"""智能时代通讯7""",124.0,广东 深圳,1
901,"""锦万数码专营""",452.0,广东 深圳,1
902,"""香港1号店商城""",222.0,广东 深圳,1
903,"""skhh811000""",251.0,广东 广州,1
904,"""雪海金庭园""",118.0,浙江 杭州,1
905,"""苏启明""",1215.0,广东 深圳,1
906,"""苏宁易购官方旗舰店""",4816.0,江苏 南京,1
907,"""鑫睿诚数码专营店""",1706.0,广东 深圳,1
908,"""鲁信数码科技公司""",598.0,河南 郑州,1
909,"""y66613031""",831.0,广东 深圳,1
910,"""中宽通讯行""",1193.0,广东 深圳,1
911,"""龙通店""",2977.0,广东 深圳,1
912,"""京联通达数码旗舰店""",780.0,北京,1
913,"""创汇通达数码旗舰店""",381.0,北京,1
914,"""国际品牌集市""",1822.0,广东 深圳,1
915,"""oksj数码旗舰店""",956.0,广东 深圳,1
916,"""韩版范欧美风潮牌""",1.0,广东 深圳,1
917,"""三际数码官方旗舰店""",435.0,山东 济南,1
918,"""杰利手机电池""",242.0,上海,1
919,"""广东电信亿品汇专卖店""",251.0,广东 深圳,1
920,"""vivo衡视专卖店""",87.0,上海,1
921,"""qq339446599""",412.0,上海,1
922,"""徐光赏""",347.0,江苏 常州,1
923,"""蒙帝鸿运数码专营店""",129.0,广东 深圳,1
924,"""福禄网游数卡专营店""",46.0,湖北 武汉,1
925,"""鱼得水_168""",1696.0,广东 深圳,1
926,"""小辣椒旗舰店""",1366.0,广东 广州,1
927,"""中国移动官方旗舰店""",1560.0,浙江 杭州,1
928,"""三际数码官方旗舰店""",1007.0,山东 济南,1
929,"""荣耀官方旗舰店""",2699.0,广东 深圳,1
930,"""苏宁易购官方旗舰店""",245.0,江苏 南京,1
931,"""oksj数码旗舰店""",366.0,广东 深圳,1
932,"""小米官方旗舰店""",177.0,北京,1
933,"""为人民服务666""",483.0,北京,1
934,"""国货平价网""",5113.0,广东 深圳,1
935,"""鑫世纪88通讯专卖""",894.0,北京,1
936,"""深港通信专卖""",2070.0,广东 深圳,1
937,"""德隆数码商贸""",240.0,广东 深圳,1
938,"""春江哥""",2018.0,四川 成都,1
939,"""wezebaba""",143.0,广东 深圳,1
940,"""meitu美图浩丰专卖店""",1641.0,广东 深圳,1
941,"""中宽通讯行""",128.0,广东 深圳,1
942,"""绝对诚信qq464547963""",2339.0,广东 深圳,1
943,"""京成数码商贸""",775.0,北京,1
944,"""最低最诚信""",1724.0,江苏 南京,1
945,"""苏宁易购官方旗舰店""",196.0,江苏 南京,1
946,"""纽曼信而美专卖店""",118.0,北京,1
947,"""森通达通讯数码""",87.0,广东 深圳,1
948,"""三际数码官方旗舰店""",3088.0,山东 济南,1
949,"""广东电信亿品汇专卖店""",565.0,广东 深圳,1
950,"""苏宁易购官方旗舰店""",2721.0,江苏 南京,1
951,"""品牌机批发店""",1290.0,广东 深圳,1
952,"""纽曼手机旗舰店""",825.0,北京,1
953,"""尼凯恩旗舰店""",4102.0,广东 深圳,1
954,"""华为莫问专卖店""",169.0,浙江 杭州,1
955,"""伟业恒通数码专营店""",1852.0,广东 深圳,1
956,"""小小志惠树""",130.0,上海,1
957,"""konka康佳手机旗舰店""",777.0,广东 深圳,1
958,"""纽曼深圳专卖店""",3482.0,广东 深圳,1
959,"""oppo官方旗舰店""",220.0,广东 东莞,1
960,"""苏宁易购官方旗舰店""",1929.0,江苏 南京,1
961,"""星梦全球购""",38.0,广东 揭阳,1
962,"""xgl谢桂丽""",1758.0,广东 深圳,1
963,"""航宇66688""",927.0,广东 深圳,1
964,"""vivo航鹰专卖店""",878.0,浙江 杭州,1
965,"""君问数码官方旗舰店""",188.0,浙江 杭州,1
966,"""三际数码官方旗舰店""",130.0,山东 济南,1
967,"""龙通店""",1577.0,广东 深圳,1
968,"""广东电信亿品汇专卖店""",185.0,广东 深圳,1
969,"""cml59500""",359.0,浙江 杭州,1
970,"""春江哥""",1283.0,四川 成都,1
971,"""苏宁易购官方旗舰店""",1537.0,江苏 南京,1
972,"""绿森数码官方旗舰店""",160.0,浙江 杭州,1
973,"""苏宁易购官方旗舰店""",8972.0,江苏 南京,1
974,"""chenghong301314""",1928.0,广东 深圳,1
975,"""博盛景数码专营店""",2900.0,广东 深圳,1
976,"""广东电信亿品汇专卖店""",1043.0,广东 深圳,1
977,"""龙通店""",1917.0,广东 深圳,1
978,"""凯蒂猫工厂""",114.0,广东 深圳,1
979,"""蓝港数码专营店""",1564.0,广东 深圳,1
980,"""绝对诚信qq464547963""",1001.0,广东 深圳,1
981,"""东东妈555""",243.0,广东 深圳,1
982,"""苏宁易购官方旗舰店""",85.0,江苏 南京,1
983,"""中国移动官方旗舰店""",516.0,浙江 杭州,1
984,"""白领衣族01""",86.0,广东 深圳,1
985,"""创汇通达数码旗舰店""",1875.0,北京,1
986,"""有话好说liu""",1291.0,广东 深圳,1
987,"""给力不坑爹""",4492.0,广东 深圳,1
988,"""城建手机店""",117.0,广东 深圳,1
989,"""卓瓦数码专营店""",3132.0,上海,1
990,"""万诚春数码专营店""",19714.0,广东 深圳,1
991,"""三际数码官方旗舰店""",12196.0,山东 济南,1
992,"""vivo航鹰专卖店""",1885.0,浙江 杭州,1
993,"""三际数码官方旗舰店""",164.0,山东 济南,1
994,"""久汇数码专营店""",526.0,广东 深圳,1
995,"""阿凡提商城""",294.0,河南 郑州,1
996,"""感觉自己萌萌168""",152.0,广东 广州,1
997,"""苏宁易购官方旗舰店""",14322.0,江苏 南京,1
998,"""蓝港数码专营店""",374.0,广东 深圳,1
999,"""沃桑商城""",202.0,广东 深圳,1
1000,"""南涛科技""",73.0,广东 深圳,1
1001,"""中古电讯""",223.0,福建 福州,1
1002,"""古龙圣宝""",924.0,北京,1
1003,"""李小麦的店""",1045.0,北京,1
1004,"""天佑数码电子""",1212.0,江苏 徐州,1
1005,"""小红帽511322""",318.0,广东 广州,1
1006,"""斌斌韩版女装批发""",1007.0,广东 深圳,1
1007,"""菜谱数码专营店""",118.0,广东 深圳,1
1008,"""xgl谢桂丽""",164.0,广东 深圳,1
1009,"""vvicpn2018""",119.0,广东 深圳,1
1010,"""越润数码""",251.0,上海,1
1011,"""手机_小秘""",340.0,上海,1
1012,"""新闻天下""",192.0,上海,1
1013,"""广东电信亿品汇专卖店""",831.0,广东 深圳,1
1014,"""诚亨通讯""",778.0,广东 深圳,1
1015,"""能良数码官方旗舰店""",882.0,上海,1
1016,"""苏宁易购官方旗舰店""",2647.0,江苏 南京,1
1017,"""苏宁易购官方旗舰店""",1070.0,江苏 南京,1
1018,"""久汇数码专营店""",212.0,广东 深圳,1
1019,"""如家米店""",291.0,广东 深圳,1
1020,"""丶小航""",261.0,广东 深圳,1
1021,"""vivo欧曙专卖店""",726.0,上海,1
1022,"""绝对诚信qq464547963""",3332.0,广东 深圳,1
1023,"""oppo欧曙专卖店""",2565.0,上海,1
1024,"""蓝港数码专营店""",1120.0,广东 深圳,1
1025,"""天讯蓝图数码专营店""",9578.0,广东 深圳,1
1026,"""淘金数码g网""",196.0,广东 深圳,1
1027,"""绝对诚信qq464547963""",1946.0,广东 深圳,1
1028,"""东盛购物网88""",36.0,广东 深圳,1
1029,"""昕薇数码专营店""",106.0,广东 深圳,1
1030,"""yatou81118""",376.0,北京,1
1031,"""博盛景数码专营店""",902.0,广东 深圳,1
1032,"""tb27824012""",620.0,广东 深圳,1
1033,"""情侣专批网""",263.0,广东 深圳,1
1034,"""创于佳讯数码专营店""",7292.0,广东 深圳,1
1035,"""手机_小秘""",979.0,上海,1
1036,"""京成数码商贸""",1553.0,北京,1
1037,"""佳欣共创科技""",1380.0,广东 深圳,1
1038,"""中国移动官方旗舰店""",431.0,浙江 杭州,1
1039,"""佳蓝集团""",170.0,浙江 杭州,1
1040,"""中国移动官方旗舰店""",405.0,浙江 杭州,1
1041,"""wezebaba""",745.0,广东 深圳,1
1042,"""深圳市酷优淘数码公司""",635.0,广东 深圳,1
1043,"""小米官方旗舰店""",181.0,北京,1
1044,"""中国移动官方旗舰店""",443.0,浙江 杭州,1
1045,"""中宽通讯行""",360.0,广东 深圳,1
1046,"""云腾数码商城""",1275.0,河南 郑州,1
1047,"""vivo欧曙专卖店""",2792.0,上海,1
1048,"""陈娜5218""",1309.0,北京,1
1049,"""vivo衡视专卖店""",2712.0,上海,1
1050,"""双模双网""",4088.0,广东 深圳,1
1051,"""热图数码专营店""",147.0,广东 深圳,1
1052,"""浪漫满屋馆1314""",1621.0,北京,1
1053,"""oppo官方旗舰店""",15198.0,广东 东莞,1
1054,"""友铭数码通讯""",1908.0,上海,1
1055,"""门亮洁才""",92.0,广东 深圳,1
1056,"""9586数码""",943.0,广东 深圳,1
1057,"""蓝港数码专营店""",485.0,广东 深圳,1
1058,"""玩风数码专营店""",259.0,山东 济南,1
1059,"""苏宁易购官方旗舰店""",1486.0,江苏 南京,1
1060,"""乐淘乐数码专营店""",325.0,广东 深圳,1
1061,"""中国移动官方旗舰店""",1510.0,浙江 杭州,1
1062,"""炫和科技""",1514.0,陕西 西安,1
1063,"""xhqwangdian""",158.0,广东 深圳,1
1064,"""梅州铭鑫通讯""",989.0,广东 深圳,1
1065,"""苏宁易购官方旗舰店""",11086.0,江苏 南京,1
1066,"""泉兴时尚数码店""",4008.0,山东 济南,1
1067,"""yuzunyi0423""",1394.0,北京,1
1068,"""泉兴时尚数码店""",3690.0,山东 济南,1
1069,"""小淘器数码专营店""",195.0,安徽 合肥,1
1070,"""能良数码官方旗舰店""",2605.0,上海,1
1071,"""亚威数码""",46.0,广东 深圳,1
1072,"""一加创华威专卖店""",522.0,广东 深圳,1
1073,"""唔空摄影""",102.0,浙江 杭州,1
1074,"""香格国际""",362.0,广东 广州,1
1075,"""朵唯宇钧汇专卖店""",960.0,广东 深圳,1
1076,"""中国移动官方旗舰店""",1126.0,浙江 杭州,1
1077,"""中国移动官方旗舰店""",527.0,浙江 杭州,1
1078,"""晨星泰合数码专营店""",445.0,上海,1
1079,"""多亲旗舰店""",99.0,广东 深圳,1
1080,"""860803华晶""",449.0,浙江 杭州,1
1081,"""苏宁易购官方旗舰店""",7870.0,江苏 南京,1
1082,"""国货平价网""",4816.0,广东 深圳,1
1083,"""vivo衡视专卖店""",111.0,上海,1
1084,"""oppo官方旗舰店""",873.0,广东 东莞,1
1085,"""angel_纯""",111.0,广东 深圳,1
1086,"""新茂数码""",503.0,广东 深圳,1
1087,"""友铭数码通讯""",437.0,上海,1
1088,"""dan2013_8699""",160.0,广东 深圳,1
1089,"""诚亨通讯""",759.0,广东 深圳,1
1090,"""手机_小秘""",384.0,上海,1
1091,"""唔空摄影""",446.0,浙江 杭州,1
1092,"""jinshu168""",253.0,广东 深圳,1
1093,"""荣耀官方旗舰店""",6152.0,广东 深圳,1
1094,"""苏苏通讯""",1507.0,广东 深圳,1
1095,"""agm手机旗舰店""",870.0,广东 深圳,1
1096,"""q718042883""",688.0,广东 深圳,1
1097,"""深港通信专卖""",424.0,广东 深圳,1
1098,"""云腾数码商城""",1621.0,河南 郑州,1
1099,"""和来达数码专营店""",555.0,广东 深圳,1
1100,"""君胜数码专营店""",434.0,广东 深圳,1
1101,"""网易uu加速器旗舰店""",321.0,陕西 西安,1
1102,"""炜广天成数码专营店""",1028.0,广东 深圳,1
1103,"""广东宋仲基239860973""",469.0,广东 深圳,1
1104,"""wezebaba""",909.0,广东 深圳,1
1105,"""易购时代配件行""",71.0,广东 深圳,1
1106,"""蓝港数码专营店""",1415.0,广东 深圳,1
1107,"""子轩_果果""",429.0,广东 深圳,1
1108,"""认证优质商家""",267.0,广东 深圳,1
1109,"""创汇通达数码旗舰店""",235.0,北京,1
1110,"""长令科技""",2169.0,广东 深圳,1
1111,"""佳宁数码专营店""",63486.0,广东 深圳,1
1112,"""添财数码广场""",113.0,广东 深圳,1
1113,"""baby欣玥988""",96.0,广东 深圳,1
1114,"""品牌机批发店""",3075.0,广东 深圳,1
1115,"""一朵花的记忆""",593.0,广东 深圳,1
1116,"""淘女鞋折扣店""",74.0,广东 深圳,1
1117,"""兴圣宇数码专营店""",2723.0,广东 深圳,1
1118,"""赫尔曼数码专营店""",528.0,广东 深圳,1
1119,"""oneplus商城""",773.0,上海,1
1120,"""t5t66""",329.0,广东 深圳,1
1121,"""深圳佳发通讯""",908.0,广东 深圳,1
1122,"""远航通讯16""",1281.0,四川 成都,1
1123,"""wy1689999""",236.0,上海,1
1124,"""xwzz1993""",34.0,广东 深圳,1
1125,"""时器数码专营店""",911.0,湖南 长沙,1
1126,"""茂鹏数码专营店""",1626.0,广东 深圳,1
1127,"""玖零世纪""",121.0,上海,1
1128,"""苏宁易购官方旗舰店""",285.0,江苏 南京,1
1129,"""wyaiwm520""",41.0,广东 深圳,1
1130,"""晨星泰合数码专营店""",943.0,上海,1
1131,"""博海宇通数码专营店""",308.0,北京,1
1132,"""三际数码官方旗舰店""",3115.0,山东 济南,1
1133,"""爱美小姐001""",569.0,广东 深圳,1
1134,"""守护宝大秦先锋专卖店""",1183.0,广东 深圳,1
1135,"""深圳通讯数码有限公司""",523.0,广东 深圳,1
1136,"""弘扬丶""",2043.0,广东 深圳,1
1137,"""创宇嘉汇数码专营店""",83.0,广东 深圳,1
1138,"""首佳誉数码专营店""",9579.0,广东 东莞,1
1139,"""无敌数码通讯08""",147.0,广东 深圳,1
1140,"""vivo曼尼金专卖店""",954.0,江苏 南京,1
1141,"""能良数码官方旗舰店""",4095.0,上海,1
1142,"""朗朗荣光""",46.0,广东 广州,1
1143,"""苏宁易购官方旗舰店""",737.0,江苏 南京,1
1144,"""深圳华为通讯""",3252.0,广东 深圳,1
1145,"""小城大爱a""",948.0,广东 深圳,1
1146,"""索品数码专营店""",1094.0,广东 广州,1
1147,"""绝对诚信qq464547963""",2501.0,广东 深圳,1
1148,"""苏宁易购官方旗舰店""",130.0,江苏 南京,1
1149,"""蓝港数码专营店""",97.0,广东 深圳,1
1150,"""品牌机批发店""",1635.0,广东 深圳,1
1151,"""小疯婆子1994""",415.0,广东 深圳,1
1152,"""苏宁易购官方旗舰店""",2702.0,江苏 南京,1
1153,"""赛尔丰数码专营店""",1311.0,广东 深圳,1
1154,"""苏宁易购官方旗舰店""",302.0,江苏 南京,1
1155,"""硕王唯品时代专卖店""",122.0,广东 深圳,1
1156,"""qq13543318164""",625.0,广东 深圳,1
1157,"""怡家土特产""",48.0,浙江 嘉兴,1
1158,"""时尚美衣女装店""",98.0,广东 深圳,1
1159,"""linqian2016168""",246.0,广东 深圳,1
1160,"""深港通信专卖""",1923.0,广东 深圳,1
1161,"""纽曼深圳专卖店""",131.0,广东 深圳,1
1162,"""男女睡衣站""",223.0,广东 深圳,1
1163,"""卓瓦数码专营店""",987.0,上海,1
1164,"""会耍赖的猫888""",1047.0,广东 深圳,1
1165,"""绵绵通讯""",403.0,广东 深圳,1
1166,"""qq50992090""",67.0,广东 惠州,1
1167,"""品牌机批发店""",2625.0,广东 深圳,1
1168,"""同达丰数码旗舰店""",124.0,广东 深圳,1
1169,"""灿航数码""",475.0,广东 深圳,1
1170,"""热图数码专营店""",204.0,广东 深圳,1
1171,"""沙丁数码专营店""",146.0,浙江 杭州,1
1172,"""东旭启信数码专营店""",498.0,广东 深圳,1
1173,"""陈世军2011""",205.0,广东 深圳,1
1174,"""e酷手机网""",2669.0,北京,1
1175,"""华为莫问专卖店""",403.0,浙江 杭州,1
1176,"""宣爷1114""",1359.0,广东 深圳,1
1177,"""苏宁易购官方旗舰店""",626.0,江苏 南京,1
1178,"""苏宁易购官方旗舰店""",7445.0,江苏 南京,1
1179,"""一朵花的记忆""",3132.0,广东 深圳,1
1180,"""华强北品牌数码""",109.0,广东 深圳,1
1181,"""航宇66688""",252.0,广东 深圳,1
1182,"""中华淘购网店""",73.0,广东 深圳,1
1183,"""chenghong301314""",595.0,广东 深圳,1
1184,"""中国移动官方旗舰店""",705.0,浙江 杭州,1
1185,"""tb12816605""",1353.0,广东 深圳,1
1186,"""dan2013_8699""",324.0,广东 深圳,1
1187,"""深圳一航""",3503.0,广东 深圳,1
1188,"""深圳一航""",3503.0,广东 深圳,1
1189,"""荣耀官方旗舰店""",4807.0,广东 深圳,1
1190,"""y66613031""",1209.0,广东 深圳,1
1191,"""钓鱼岛就是中国领土""",1115.0,湖北 武汉,1
1192,"""有话好说liu""",1446.0,广东 深圳,1
1193,"""hw391703114""",464.0,天津,1
1194,"""卓瓦数码专营店""",73.0,上海,1
1195,"""黄大帅199""",497.0,广东 深圳,1
1196,"""异维数码专营店""",589.0,广东 深圳,1
1197,"""利显科技""",2121.0,广东 深圳,1
1198,"""xiaoqin_0202""",566.0,广东 广州,1
1199,"""荣耀官方旗舰店""",123.0,广东 深圳,1
1200,"""时时网店""",272.0,广东 深圳,1
1201,"""博盛景数码专营店""",402.0,广东 深圳,1
1202,"""可可数码汇""",717.0,广东 惠州,1
1203,"""深圳一航""",2425.0,广东 深圳,1
1204,"""因尔科技""",109.0,广东 深圳,1
1205,"""柏鑫安防监控""",568.0,上海,1
1206,"""小萝卜通讯""",1915.0,上海,1
1207,"""绝对诚信qq464547963""",2945.0,广东 深圳,1
1208,"""缤琪斯""",631.0,广东 深圳,1
1209,"""深圳十度数码自营店""",1212.0,广东 深圳,1
1210,"""乐淘猫数码专营店""",144.0,广东 深圳,1
1211,"""vivo天诚专卖店""",106.0,广东 东莞,1
1212,"""博海宇通数码专营店""",4328.0,广东 深圳,1
1213,"""广东电信亿品汇专卖店""",114.0,广东 深圳,1
1214,"""三际数码官方旗舰店""",1363.0,山东 济南,1
1215,"""杰森雷特""",606.0,广东 深圳,1
1216,"""智能时代通讯7""",148.0,广东 深圳,1
1217,"""华中科技商城""",586.0,湖北 武汉,1
1218,"""本诚商城""",654.0,广东 深圳,1
1219,"""周小姐的店1""",405.0,广东 深圳,1
1220,"""乐哇数码专营店""",223.0,广东 深圳,1
1221,"""张瑜0809""",517.0,山东 济南,1
1222,"""深圳市唐讯科技""",405.0,广东 深圳,1
1223,"""苏宁易购官方旗舰店""",551.0,江苏 南京,1
1224,"""品牌机批发店""",1457.0,广东 深圳,1
1225,"""zxf13526638734""",201.0,河南 郑州,1
1226,"""龙龙发财688""",421.0,广东 惠州,1
1227,"""oppo官方旗舰店""",569.0,广东 东莞,1
1228,"""vivo衡视专卖店""",51.0,上海,1
1229,"""e讯数码公司""",280.0,广东 深圳,1
1230,"""che0923""",106.0,上海,1
1231,"""淘冠军2014""",240.0,湖南 长沙,1
1232,"""oppo熊鑫专卖店""",2821.0,上海,1
1233,"""手机_小秘""",179.0,上海,1
1234,"""中国移动官方旗舰店""",915.0,浙江 杭州,1
1235,"""苏宁易购官方旗舰店""",3487.0,江苏 南京,1
1236,"""深圳通讯数码有限公司""",5914.0,广东 深圳,1
1237,"""赛西湖""",82.0,浙江 杭州,1
1238,"""胡琴0618""",131.0,广东 深圳,1
1239,"""tb3530871944""",274.0,广东 深圳,1
1240,"""诺记家家""",326.0,广东 深圳,1
1241,"""苏宁易购官方旗舰店""",1713.0,江苏 南京,1
1242,"""博盛景数码专营店""",1293.0,广东 深圳,1
1243,"""最低最诚信""",1666.0,江苏 南京,1
1244,"""aixiaosihu""",582.0,北京,1
1245,"""徐志明tb""",1799.0,浙江 杭州,1
1246,"""乐恒创数码专营店""",251.0,广东 深圳,1
1247,"""唔空摄影""",154.0,浙江 杭州,1
1248,"""王光耀2012""",456.0,上海,1
1249,"""大眼睛数码正品商城""",460.0,北京,1
1250,"""诚信花木0102""",381.0,浙江 杭州,1
1251,"""三际数码官方旗舰店""",1717.0,山东 济南,1
1252,"""liujinruiaini""",229.0,广东 深圳,1
1253,"""小萝卜通讯""",793.0,上海,1
1254,"""深圳大咖数码科技有限公司""",281.0,广东 深圳,1
1255,"""阿兰贝尔数码专营店""",56.0,广东 深圳,1
1256,"""zhuyoukui1987""",1162.0,江苏 南京,1
1257,"""共赢数码商城""",257.0,广东 深圳,1
1258,"""亿信998""",332.0,广东 深圳,1
1259,"""大和数码配件专营店""",191.0,广东 深圳,1
1260,"""苏宁易购官方旗舰店""",544.0,江苏 南京,1
1261,"""易速购企业""",215.0,上海,1
1262,"""双贵人通讯""",2243.0,广东 深圳,1
1263,"""北京盛华威科技有限公司""",623.0,北京,1
1264,"""共赢数码商城""",110.0,广东 深圳,1
1265,"""付爱萍1""",169.0,广东 深圳,1
1266,"""天骐骏通信商城""",310.0,广东 深圳,1
1267,"""伟1427711936""",85.0,广东 深圳,1
1268,"""缤琪斯""",290.0,广东 深圳,1
1269,"""龙通店""",1713.0,广东 深圳,1
1270,"""wezebaba""",1267.0,广东 深圳,1
1271,"""京合旗舰店""",71.0,安徽 合肥,1
1272,"""梅州铭鑫通讯""",520.0,广东 深圳,1
1273,"""vivo智轩优品专卖店""",1216.0,广东 深圳,1
1274,"""黄大帅199""",1378.0,河北 石家庄,1
1275,"""财运轩企业""",34.0,广东 深圳,1
1276,"""财运轩企业""",34.0,广东 深圳,1
1277,"""白鹭冬梅""",916.0,广东 深圳,1
1278,"""京联通达数码旗舰店""",2489.0,北京,1
1279,"""有缘数码1819""",365.0,广东 深圳,1
1280,"""旺盈数码城""",357.0,广东 深圳,1
1281,"""京成数码商贸""",3824.0,北京,1
1282,"""创汇通达数码旗舰店""",3061.0,北京,1
1283,"""连盛数码专营店""",126.0,广东 深圳,1
1284,"""连盛数码专营店""",153.0,广东 深圳,1
1285,"""ygsd""",868.0,北京,1
1286,"""hdjkgll""",735.0,上海,1
1287,"""中国移动官方旗舰店""",1399.0,浙江 杭州,1
1288,"""三际数码官方旗舰店""",291.0,山东 济南,1
1289,"""绝对诚信qq464547963""",1722.0,广东 深圳,1
1290,"""智尚通讯""",1898.0,广东 深圳,1
1291,"""苏宁易购官方旗舰店""",1101.0,江苏 南京,1
1292,"""年轻的孩子。。。""",151.0,广东 汕头,1
1293,"""春江哥""",2127.0,四川 成都,1
1294,"""vincent_sq""",426.0,江苏 南京,1
1295,"""chenghong301314""",446.0,广东 深圳,1
1296,"""壮壮通讯1123""",79.0,广东 深圳,1
1297,"""皓轩东九专卖店""",53.0,广东 深圳,1
1298,"""yqc18""",185.0,上海,1
1299,"""光头先僧""",1873.0,广东 深圳,1
1300,"""潍坊联通官方旗舰店""",84.0,广东 深圳,1
1301,"""zhuxiaoming1113""",847.0,天津,1
1302,"""a货原装魅族手机""",117.0,广东 深圳,1
1303,"""rog鸿为源专卖店""",934.0,广东 深圳,1
1304,"""gwgwwegwegwgw""",113.0,广东 广州,1
1305,"""龙龙发财688""",174.0,广东 惠州,1
1306,"""hanxunduke""",408.0,河南 郑州,1
1307,"""玖零世纪""",89.0,上海,1
1308,"""tb382897_00""",637.0,广东 广州,1
1309,"""绝对诚信qq464547963""",2970.0,广东 深圳,1
1310,"""qq麻麻科技""",144.0,广东 深圳,1
1311,"""xxzlynlcj555""",17.0,广东 深圳,1
1312,"""昊天3c数码""",669.0,广东 深圳,1
1313,"""友欣数码专营店""",880.0,广东 深圳,1
1314,"""同迅数码专营店""",140.0,辽宁 大连,1
1315,"""qq50992090""",69.0,广东 惠州,1
1316,"""奔跑的猪110""",6.0,广东 深圳,1
1317,"""广东电信亿品汇专卖店""",1806.0,广东 深圳,1
1318,"""博盛景数码专营店""",684.0,广东 深圳,1
1319,"""哦了个可可""",3391.0,广东 深圳,1
1320,"""纽曼亿流专卖店""",2631.0,广东 深圳,1
1321,"""tb118754094""",512.0,广东 深圳,1
1322,"""苹果配件2013""",687.0,广东 深圳,1
1323,"""庆合家居""",116.0,广东 深圳,1
1324,"""tb255304404""",274.0,广东 深圳,1
1325,"""三际数码官方旗舰店""",319.0,山东 济南,1
1326,"""牛皮匠鞋坊""",62.0,广东 深圳,1
1327,"""芬郎企业店""",103.0,广东 深圳,1
1328,"""热图数码专营店""",161.0,广东 深圳,1
1329,"""yhblovehy""",5149.0,广东 深圳,1
1330,"""che0923""",197.0,上海,1
1331,"""苏宁易购官方旗舰店""",1095.0,江苏 南京,1
1332,"""鱼飞电子""",115.0,广东 深圳,1
1333,"""szhgc888888""",324.0,广东 深圳,1
1334,"""广东电信亿品汇专卖店""",762.0,广东 深圳,1
1335,"""龙通店""",2188.0,广东 深圳,1
1336,"""四知轩数码专营""",442.0,广东 深圳,1
1337,"""京联通达数码旗舰店""",127.0,北京,1
1338,"""苏宁易购官方旗舰店""",311.0,江苏 南京,1
1339,"""久汇数码专营店""",590.0,广东 深圳,1
1340,"""苏宁易购官方旗舰店""",1268.0,江苏 南京,1
1341,"""大爱百货专售""",457.0,江苏 常州,1
1342,"""一朵花的记忆""",5900.0,广东 深圳,1
1343,"""ben6780""",429.0,广东 深圳,1
1344,"""智宏新创数码专营店""",517.0,北京,1
1345,"""zhang2337113""",343.0,上海,1
1346,"""易达能""",274.0,广东 深圳,1
1347,"""诚亨通讯""",2233.0,广东 深圳,1
1348,"""龙通店""",1426.0,广东 深圳,1
1349,"""晨颖通讯""",429.0,广东 广州,1
1350,"""中国移动官方旗舰店""",996.0,浙江 杭州,1
1351,"""热图数码专营店""",233.0,广东 深圳,1
1352,"""多一点88""",442.0,广东 深圳,1
1353,"""能良数码官方旗舰店""",2615.0,上海,1
1354,"""和来达数码专营店""",1839.0,广东 深圳,1
1355,"""能良数码官方旗舰店""",8901.0,上海,1
1356,"""乐淘乐数码专营店""",231.0,广东 深圳,1
1357,"""中国移动官方旗舰店""",56.0,浙江 杭州,1
1358,"""程峰拓""",66.0,广东 珠海,1
1359,"""华为莫问专卖店""",1808.0,浙江 杭州,1
1360,"""诚亨通讯""",540.0,广东 深圳,1
1361,"""优机汇数码专营店""",11471.0,广东 深圳,1
1362,"""能良数码官方旗舰店""",1766.0,上海,1
1363,"""创于佳讯数码专营店""",8588.0,广东 深圳,1
1364,"""oppo金谷专卖店""",771.0,广东 深圳,1
1365,"""纽曼深圳专卖店""",1734.0,广东 深圳,1
1366,"""asian_228""",58.0,广东 深圳,1
1367,"""wezebaba""",639.0,广东 深圳,1
1368,"""诺记家家""",1624.0,广东 深圳,1
1369,"""创汇通达数码旗舰店""",340.0,北京,1
1370,"""热图数码专营店""",89.0,广东 深圳,1
1371,"""皓轩东九专卖店""",1743.0,广东 深圳,1
1372,"""苏宁易购官方旗舰店""",1352.0,江苏 南京,1
